,research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,utility_rater02,original_translated
3910,NAT202401,11388,2884,paperclip,ergens in krassen,scratched somewhere,scratch,5,scratch in something
3911,NAT202401,11389,2884,paperclip,Krabben als je jeuk hebt,Scratch itch,scratch itch,5,Scratch if you have an itch
3912,NAT202401,11882,2907,paperclip,op de auto krassen,scratches car,scratch car,5,scratch the car
3913,NAT202401,12939,2925,paperclip,krassen,scratches,scratches,5,scratch
3914,NAT202401,12944,2925,paperclip,krasloten krassen,scratch cards scratches,scratch cards scratches,5,scratch scratch cards
3915,NAT202401,13116,2931,paperclip,Jezelf mee krabben,Scratch,scratch,5,Scratch yourself with
3916,NAT202401,13340,2934,paperclip,ergens op krassen,scratch,scratch,5,scratch on something
3917,NAT202401,13580,2938,paperclip,krassen op krasloten,scratches scratch cards,scratch card,5,scratch on scratch cards
3918,NAT202401,13742,2940,paperclip,krassen (normaal met muntje),scratches,scratches,5,scratch (normally with a coin)
3919,NAT202401,13877,2941,paperclip,een cd bekrassen,scratch CD,scratch cd,5,scratch a cd
3920,NAT202401,13878,2941,paperclip,een auto bekrassen,scratch car,scratch car,5,scratch a car
3921,NAT202401,13995,2942,paperclip,krassen maken,make scratches,scratches,5,make scratches
3922,NAT202401,14090,2944,paperclip,krabben,scratch,scratch,5,scratch
3923,NAT202401,14216,2947,paperclip,je rug krabben als je jeuk hebt op een plek waar je net niet bij komt,scratch back itch place ca quite reach,scratch back itch place ca quite reach,5,scratch your back if you have an itch in a place you can't quite reach
3924,NAT202401,14222,2947,paperclip,auto bekrssen,car scratch,car scratch,5,scratch a car
3925,NAT202401,14223,2947,paperclip,telefoon bekrassen,scratch phone,scratch phone,5,scratch a phone
3926,NAT202401,14451,2951,paperclip,ombuigen en mee krassen,bend scratch,scratch,5,bend it over and scratch it
3927,NAT202401,14683,2956,paperclip,krassen mee maken op iemand auto,scratch s car,scratch car,5,scratch with make on someone's car
3928,NAT202401,14913,2960,paperclip,krassen op ondergrond,scratches surface,scratches surface,5,scratches on a surface
3929,NAT202401,15392,2972,paperclip,om jezelf mee te krabben als je jeuk hebt,scratch itch,scratch itch,5,to scratch yourself with when you have an itch
3930,NAT202401,418,2667,paperclip,vuil weghalen,remove dirt,remove dirt,5,remove dirt
3931,NAT202401,609,2672,paperclip,penseel,brush,brush,1,brush
3932,NAT202401,611,2672,paperclip,om je haar mee te kammen,comb hair,comb hair,1,to comb your hair with
3933,NAT202401,879,2675,paperclip,om als wattenstaafje te gebruiken,cotton swab,cotton swab,5,to use as a cotton swab
3934,NAT202401,1453,2685,paperclip,stukjes watten aan de uiteindes doen en je hebt een wattenstaafje,add pieces cotton wool ends cotton swab,cotton swap,5,put pieces of cotton wool on the ends and you have a cotton swab
3935,NAT202401,1790,2690,paperclip,kleine Ruimtes schoonmaken,cleaning small spaces,cleaning small spaces,5,Cleaning small spaces
3936,NAT202401,2080,2695,paperclip,vuil weghalen onder je nagels,remove dirt nails,remove dirt nails,5,to remove dirt from under your nails
3937,NAT202401,2250,2698,paperclip,gebruiken om in een kleine ruimte te komen,get small space,get small space,5,to use to get into a small space
3938,NAT202401,2346,2699,paperclip,klitten uit je haar halen,remove tangles hair,remove tangles hair,2,to remove tangles from your hair
3939,NAT202401,3068,2711,paperclip,schone haarborstel,clean hairbrush,clean hairbrush,5,clean hairbrush
3940,NAT202401,3071,2711,paperclip,toetsenbordreiniger,keyboard cleaner,keyboard cleaner,5,keyboard cleaner
3941,NAT202401,3278,2714,paperclip,iets tussen je nagel vandaan te halen,get nail,remove dirt in nails,5,to remove something from between your nail
3942,NAT202401,3453,2717,paperclip,removing dirt from small crevasses,removing dirt small crevasses,removing dirt from small crevasses,5,removing dirt from small crevasses
3943,NAT202401,3533,2718,paperclip,vuil verwijderen van een toetsenboer,removing dirt keypad,removing dirt keypad,5,removing dirt from a keyboard
3944,NAT202401,3534,2718,paperclip,vuil verwijderen uit je toetsenbord,remove dirt keyboard,remove dirt keyboard,5,removing dirt from your keyboard
3945,NAT202401,3646,2720,paperclip,vuil verwijderen,remove dirt,remove dirt,5,removing dirt
3946,NAT202401,3878,2725,paperclip,verwijder haar van de haarborstel,remove hair hairbrush,remove hair hairbrush,5,removing hair from the hairbrush
3947,NAT202401,3947,2726,paperclip,toetsenbord schoonmaken,cleaning keyboard,cleaning keyboard,5,cleaning the keyboard
3948,NAT202401,4014,2728,paperclip,vuil onder je nagels vandaan halen,remove dirt nails,remove dirt nails,5,to remove dirt from under your nails
3949,NAT202401,4199,2731,paperclip,vuil mee verwijderen onder je nagels,remove dirt nails,remove dirt nails,5,to remove dirt from under your nails
3950,NAT202401,4200,2731,paperclip,vuil mee verwijderen tussen je tanden,remove dirt teeth,remove dirt teeth,5,to remove dirt from between your teeth
3951,NAT202401,4205,2731,paperclip,vuil uit een doucheputje mee halen,collecting dirt shower drain,collecting dirt shower drain,5,to remove dirt from a shower drain
3952,NAT202401,4412,2740,paperclip,toetsen van mijn computer schoonmaken,cleaning computer keys,cleaning computer keys,5,cleaning the keys on my computer
3953,NAT202401,4577,2745,paperclip,kleine gaatjes stofvrij maken,remove dust small holes,remove dust small holes,5,to clear small holes of dust
3954,NAT202401,4745,2747,paperclip,vuil onder je nagels vandaan halen,remove dirt nails,remove dirt nails,5,to remove dirt from under your nails
3955,NAT202401,4810,2748,paperclip,vuil onder je nagels vandaan te halen,remove dirt nails,remove dirt nails,5,to remove dirt from under your nails
3956,NAT202401,5123,2754,paperclip,vuil onder toetsenbord verwijderen,remove dirt keyboard,remove dirt keyboard,5,to remove dirt from under your keyboard
3957,NAT202401,5285,2758,paperclip,ermee schoonmaken,clean,clean,5,to clean with
3958,NAT202401,5664,2764,paperclip,vuil onder je nagel weghalen,remove dirt nail,remove dirt nail,5,to remove dirt from under your nail
3959,NAT202401,5719,2766,paperclip,vuil onder je nagel vandaan halen,remove dirt nail,remove dirt nail,5,to remove dirt from under your nail
3960,NAT202401,5733,2766,paperclip,vuil onder toetsenbord halen,remove dirt keyboard,remove dirt keyboard,5,to remove dirt from under the keyboard
3961,NAT202401,6524,2784,paperclip,viezigheid ergens uithalen,get dirt,get dirt,5,dirt take out something
3962,NAT202401,6593,2785,paperclip,kwasten,brushes,brushes,5,brushes
3963,NAT202401,7190,2794,paperclip,vuil mee weghalen onder je nagels,remove dirt nails,remove dirt nails,5,remove dirt from under your nails
3964,NAT202401,7745,2813,paperclip,kleine gaatjes schoonmaken,cleaning small holes,cleaning small holes,5,clean small holes
3965,NAT202401,7973,2816,paperclip,toetsenbord stofvrij maken,remove dust keyboard,remove dust keyboard,5,clean the keyboard
3966,NAT202401,8074,2818,paperclip,vuil onder je nagels weghalen,remove dirt nails,remove dirt nails,5,remove dirt from under your nails
3967,NAT202401,8265,2820,paperclip,zoals een vies toetsenbord,dirty keyboard,dirty keyboard,5,such as a dirty keyboard
3968,NAT202401,8405,2823,paperclip,Mini cleaner brush,Mini cleaner brush,mini cleaner brush,5,Mini cleaner brush
3969,NAT202401,8842,2831,paperclip,verwijderen van vuil,removing dirt,removing dirt,5,remove dirt
3970,NAT202401,8914,2832,paperclip,schoonmaken in een smalle ruimte,cleaning narrow space,cleaning narrow space,5,clean in a narrow space
3971,NAT202401,9050,2836,paperclip,Vuil uit een toetsenbord halen,Removing dirt keyboard,removing dirt keyboard,5,Remove dirt from a keyboard
3972,NAT202401,9126,2837,paperclip,wattenstaafje,cotton swab,cotton swab,5,cotton swab
3973,NAT202401,9178,2838,paperclip,om tussen kleine randjes te komen,get small edges,get small edges,5,to get between small edges
3974,NAT202401,9405,2842,paperclip,Als kwastje gebruiken,brush,brush,1,Use as a brush
3975,NAT202401,9621,2846,paperclip,viezigheid uit kleine naden openingen halen,remove dirt small seams openings,remove dirt small seams openings,5,remove dirt from small seams and openings
3976,NAT202401,9954,2854,paperclip,vuil ergens onder vandaan halen,get dirt,remove dirt,5,remove dirt from under something
3977,NAT202401,10205,2862,paperclip,vuil onder je nagels halen,getting dirt nails,remove dirt in nails,5,remove dirt from under your nails
3978,NAT202401,10206,2862,paperclip,vuil onder toetsenbord vandaan halen,remove dirt keyboard,remove dirt keyboard,5,remove dirt from under the keyboard
3979,NAT202401,10381,2867,paperclip,je kan er vuil mee weghalen onder je nagels of je toetsenbord,remove dirt nails keyboard,remove dirt nails keyboard,5,you can use it to remove dirt from under your nails or your keyboard
3980,NAT202401,10423,2868,paperclip,om haar te reiningen van haarbostels,cleanse hair hair brushes,cleanse hair hair brushes,5,to clean hair from hairbrushes
3981,NAT202401,10584,2871,paperclip,viezigheid uit klein gaatje peuteren,picking dirt small hole,picking dirt small hole,5,pick dirt from small holes
3982,NAT202401,10754,2875,paperclip,Wattenstaafje,Cotton swab,cotton swab,5,Cotton swab
3983,NAT202401,11050,2880,paperclip,gebuik het om mee schoon te maken (vuil verwijderen uit randjes),clean,clean,5,use it to clean (remove dirt from edges)
3984,NAT202401,11233,2882,paperclip,vuil verwijderen op lastig te bereiken plekken,remove dirt hardtoreach places,remove dirt from places hard to reach,5,remove dirt from hard to reach places
3985,NAT202401,11323,2883,paperclip,schoonmaak stokje,cleaning stick,cleaning stick,5,cleaning stick
3986,NAT202401,11391,2884,paperclip,Vuil onder je nagels vandaan halen,Remove dirt nails,remove dirt nails,5,Remove dirt from under your nails
3987,NAT202401,11506,2886,paperclip,een klein gaatje mee dichten,close small hole,close small hole,5,plug a small hole
3988,NAT202401,11621,2901,paperclip,vuil weg halen onder je toetsenbord,remove dirt keyboard,remove dirt keyboard,5,remove dirt from under your keyboard
3989,NAT202401,11739,2904,paperclip,dingen schoonmaken,cleaning,cleaning,5,clean things
3990,NAT202401,11740,2904,paperclip,dingen uit lastige spleetjes halen,getting tricky crevices,getting tricky crevices,5,remove things from difficult crevices
3991,NAT202401,11967,2910,paperclip,verstopte sproeiarm in je vaatwasser schoonmaken,clean clogged spray arm dishwasher,clean dishwasher,5,clean a clogged spray arm in your dishwasher
3992,NAT202401,12080,2911,paperclip,een bad in nemen als je er duizenden hebt,take bath thousands,take bath thousands,1,take a bath if you have thousands of them
3993,NAT202401,12173,2912,paperclip,kleine gaatjes schoonmaken,cleaning small holes,cleaning small holes,5,small holes clean
3994,NAT202401,12328,2914,paperclip,use to clear small holes (like crusted salt in a salt shaker),clear small holes,clear small holes,5,use to clear small holes (like crusted salt in a salt shaker)
3995,NAT202401,12329,2914,paperclip,use to clean a hairbrush (removing hair stuck in brush),clean hairbrush,clean hairbrush,5,use to clean a hairbrush (removing hair stuck in brush)
3996,NAT202401,12402,2915,paperclip,instrument om viezigheid onder je nagels uit te halen,instrument remove dirt nails,instrument remove dirt nails,5,instrument to get dirt out from under your nails
3997,NAT202401,12547,2918,paperclip,vuil onder nagel halen,get dirt nail,remove dirt in nail,5,get dirt out from under your nail
3998,NAT202401,12862,2923,paperclip,gootsteen putje schoonmaken,cleaning sink drain,cleaning sink drain,5,clean sink drain
3999,NAT202401,12866,2923,paperclip,theefilter schoonmaken,clean tea filter,clean tea filter,5,clean tea filter
4000,NAT202401,13049,2928,paperclip,viezigheid halen achter kleine randjes,getting dirt behind small edges,getting dirt behind small edges,5,get dirt out from behind small edges
4001,NAT202401,13124,2931,paperclip,vuil onder je nagels vandaan halen,remove dirt nails,remove dirt nails,5,get dirt out from under your nails
4002,NAT202401,13578,2938,paperclip,hele kleine gaatjes schoonmaken,cleaning small holes,cleaning small holes,5,clean very small holes
4003,NAT202401,13989,2942,paperclip,haar kammen,brush hair,brush hair,2,comb hair
4004,NAT202401,14072,2944,paperclip,het vuil onder je nagels halen,get dirt nails,remove dirt in nail,5,get dirt from under your nails
4005,NAT202401,14213,2947,paperclip,vuil onder je nagels vandaan halen,remove dirt nails,remove dirt nails,5,get dirt from under your nails
4006,NAT202401,14221,2947,paperclip,gebruiken als kwast (doop in verf),brush,brush,2,use as a brush (dip in paint)
4007,NAT202401,14506,2952,paperclip,vuil onder nagel krijgen,get dirt nail,get dirt nail,5,get dirt from under your nail
4008,NAT202401,14694,2956,paperclip,viezigheid uit hoekjes en gleufjes verwijderen,Remove dirt corners crevices,remove dirt from corners and crevices,5,remove dirt from corners and crevices
4009,NAT202401,14905,2960,paperclip,viezigheid onder nagels vandaan halen,removing dirt nails,removing dirt nails,5,get dirt from under nails
4010,NAT202401,15238,2969,paperclip,Vuil op kleine plekken vandaan halen,Remove dirt small places,remove dirt small places,5,get dirt from small places
4011,NAT202401,15247,2969,paperclip,Vuil wegkrijgen onder je nagels,Remove dirt nails,remove dirt nails,5,get dirt from under your nails
4012,NAT202401,15381,2972,paperclip,om iets tussen je tanden mee weg te halen,remove teeth,remove dirt from teeth,5,to remove something from between your teeth
4013,NAT202401,426,2667,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4014,NAT202401,490,2668,paperclip,aan je schoenveter binden,tie shoelace,tie shoelace,4,tie to your shoelace
4015,NAT202401,890,2675,paperclip,om als vijl te gebruiken,file,nail file,3,to use as a file
4016,NAT202401,997,2676,paperclip,schoendecoratie,shoe decoration,shoe decoration,4,shoe decoration
4017,NAT202401,1514,2686,paperclip,"gebruiken om je nagels te decoreren met nagellak, bijvoorbeeld stippen zetten",decorate nails nail polish  example putting dots,decorate nails nail polish  example putting dots,4,"use to decorate your nails with nail polish, for example by putting dots"
4018,NAT202401,1857,2692,paperclip,je kan het als spijker gebruiken,nail,nail,4,you can use it as a nail
4019,NAT202401,1922,2693,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4020,NAT202401,2075,2695,paperclip,een steentje weghalen onder je schoen,remove pebble shoe,remove pebble under shoe,3,remove a stone from under your shoe
4021,NAT202401,2260,2698,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4022,NAT202401,2517,2701,paperclip,als spijker,nail,nail,4,as a nail
4023,NAT202401,2573,2702,paperclip,veters bij elkaar houden,keep laces together,keep laces together,5,keep laces together
4024,NAT202401,2801,2704,paperclip,ophangen schilderij aan spijker,hanging painting nail,hanging painting nail,5,hang a painting on a nail
4025,NAT202401,3016,2709,paperclip,papier ophangen aan een spijker,hang paper nail,hang paper nail,5,hang paper on a nail
4026,NAT202401,3067,2711,paperclip,nagelreiniger,nail cleaner,nail cleaner,5,nail cleaner
4027,NAT202401,3188,2713,paperclip,uit elkaar halen en gebruiken om onder je nagels schoon te maken,take apart clean nails,clean nails,5,take apart and use to clean under your nails
4028,NAT202401,3386,2716,paperclip,gebruiken om kleine stippen te schilderen,paint small dots,paint small dots,4,use to paint small dots
4029,NAT202401,3722,2722,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4030,NAT202401,3882,2725,paperclip,maak mijn nagels schoon,clean nails,clean nails,5,clean my nails
4031,NAT202401,4194,2731,paperclip,ophangen aan een spijker,hang nail,hang nail,5,hang on a nail
4032,NAT202401,4406,2740,paperclip,je nagels schoon maken,clean nails,clean nails,5,clean your nails
4033,NAT202401,4659,2746,paperclip,je veters aan elkaar vastmaken,tie laces together,tie laces,5,tie your laces together
4034,NAT202401,4666,2746,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4035,NAT202401,4742,2747,paperclip,paperclips gebruiken wanneer er geen veters in je schoenen zitten,paper clips laces shoes,paper clips laces shoes,3,use paperclips when there are no laces in your shoes sit
4036,NAT202401,4812,2748,paperclip,op je nagel plakken als nepnagel,stick nail fake nail,stick nail fake nail,4,stick on your nail as a fake nail
4037,NAT202401,4874,2749,paperclip,met de scherpe punt je nagels schoonmaken,clean nails sharp point,clean nails sharp point,5,clean your nails with the sharp point
4038,NAT202401,5019,2751,paperclip,nagel schoonmaken,nail cleaning,nail cleaning,5,clean your nail
4039,NAT202401,5399,2760,paperclip,nagel schoonmaken,nail cleaning,nail cleaning,5,clean your nail
4040,NAT202401,6122,2775,paperclip,nail art tool,nail art tool,nail art tool,4,nail art tool
4041,NAT202401,6359,2780,paperclip,viezigheid van onder je schoenzool halen,remove dirt sole shoe,remove dirt sole shoe,5,remove dirt from under your shoe sole
4042,NAT202401,6659,2786,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean your nails
4043,NAT202401,6667,2786,paperclip,veter verbinder,lace connector,lace connector,5,lace connector
4044,NAT202401,6803,2788,paperclip,veter,lace,lace,3,lace
4045,NAT202401,7336,2796,paperclip,zand onder je schoen weghalen,remove sand shoe,remove sand shoe,4,remove sand from under your shoe
4046,NAT202401,7381,2797,paperclip,maak je nagels schoon,clean nails,clean nails,5,clean your nails
4047,NAT202401,7438,2800,paperclip,om je sleutels aan je schoen veters vast te maken,tie keys shoe laces,tie shoe laces,3,to attach your keys to your shoelaces
4048,NAT202401,7439,2800,paperclip,nagel versiering,nail decoration,nail decoration,4,nail decoration
4049,NAT202401,7594,2805,paperclip,spijker,nail,nail,4,nail
4050,NAT202401,7756,2813,paperclip,spijker,nail,nail,4,nail
4051,NAT202401,7909,2815,paperclip,paperclips gebruiken om schoenen vast te maken,paper clips fasten shoes,paper clips fasten shoes,4,use paperclips to tie shoes
4052,NAT202401,8027,2817,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,4,clean your nails
4053,NAT202401,8154,2819,paperclip,veters,laces,laces,3,laces
4054,NAT202401,8414,2823,paperclip,Toe ring,Toe ring,toe ring,4,toe ring
4055,NAT202401,8422,2823,paperclip,Clean fingernails,Clean fingernails,clean fingernails,5,Clean fingernails
4056,NAT202401,8636,2827,paperclip,als nepnagels gebruiken,fake nails,fake nails,4,use as fake nails
4057,NAT202401,8721,2828,paperclip,Vervanger voor schoenveters,Replacement shoelaces,replacement shoelaces,3,replacement for shoelaces
4058,NAT202401,8726,2828,paperclip,Je nagels mee schoonmaken,Clean nails,clean nails,5,clean your nails
4059,NAT202401,8971,2833,paperclip,veters bij elkaar houden,keep laces together,keep laces together,5,keep laces together
4060,NAT202401,8973,2833,paperclip,schoonmaken onder nagelss,cleaning nails,cleaning nails,5,clean under nails
4061,NAT202401,9040,2836,paperclip,Gebruiken om nailart te zetten,apply nail art,apply nail art,4,use to apply nail art
4062,NAT202401,9218,2840,paperclip,nagel,nail,nail,4,nail
4063,NAT202401,9398,2842,paperclip,Je nagels schoonmaken,Cleaning nails,cleaning nails,5,clean your nails
4064,NAT202401,9871,2852,paperclip,gebruiken om onder je nagels schoon te maken,clean nails,clean nails,5,use to clean under your nails
4065,NAT202401,10102,2857,paperclip,schilderij aan spijker aan de muur vastmaken door clip aan de achterkant van het schilderij te plakk,Attach painting nail wall sticking clip back painting,attach painting nail wall sticking clip back painting,4,attach a painting to a nail on the wall by sticking a clip to the back of the painting
4066,NAT202401,10203,2862,paperclip,om iets mee op te hangen aan een spijker,hang nail,hang nail,4,to hang something on a nail
4067,NAT202401,10257,2863,paperclip,schoenen dicht houden als je veters breken,keep shoes closed laces break,keep shoes closed laces break,4,keep shoes closed if your laces break
4068,NAT202401,10454,2869,paperclip,om je nagels schoon te maken,clean nails,clean nails,5,to clean your nails
4069,NAT202401,10516,2870,paperclip,je kan het gebruiken om onder je nagels schoon te maken,clean nails,clean nails,5,you can use it to clean under your nails
4070,NAT202401,10525,2870,paperclip,je kan er poep onder je schoen mee vandaan halen,remove poop shoe,remove poop shoe,5,you can use it to get poop out of under your shoe get
4071,NAT202401,10676,2874,paperclip,nagelriemen naar achter trekken,pull cuticles back,pull cuticles back,5,pull back cuticles
4072,NAT202401,10677,2874,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4073,NAT202401,10751,2875,paperclip,nagelvijltje,nail file,nail file,3,nail file
4074,NAT202401,10986,2879,paperclip,verbogen kan je ermee onder je nagels schoonmaken,clean nails,clean nails,5,if bent you can clean under your nails with it
4075,NAT202401,11061,2880,paperclip,je schoenen mee versieren,decorate shoes,decorate shoes,4,decorate your shoes
4076,NAT202401,11438,2885,paperclip,decoratie voor schoenen,decoration shoes,decoration shoes,4,decoration for shoes
4077,NAT202401,11746,2904,paperclip,gebruik paperclip om nagels schoon te maken,paper clip clean nails,paper clip clean nails,5,use paperclip to clean nails
4078,NAT202401,11878,2907,paperclip,iets aan een spijker hangen,hang nail,hang nail,4,hang something on a nail
4079,NAT202401,12264,2913,paperclip,topje gebruiken voor nagellak art,top nail polish art,nail art,4,use tip for nail polish art
4080,NAT202401,12654,2919,paperclip,onder je nagels schoonmaken,clean nails,clean nails,5,clean under your nails
4081,NAT202401,12861,2923,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4082,NAT202401,12865,2923,paperclip,nail art,nail art,nail art,4,nail art
4083,NAT202401,13047,2928,paperclip,stipjes maken met verf op papier/ nagels,make dots paint papernails,make dots paint papernails,5,make dots with paint on paper/nails
4084,NAT202401,13277,2933,paperclip,"uitvouwen en puntje gebruiken om te dippen in nagellak, vervolgens stippeltjes zetten op je nagels",unfold tip dip nail polish  put dots nails,unfold tip dip nail polish  put dots nails,5,"unfold and use tip to dip in nail polish, then put dots on your nails"
4085,NAT202401,13405,2935,paperclip,Plakken op teennagels,Sticking toenails,sticking toenails,3,stick on toenails
4086,NAT202401,13412,2935,paperclip,Veters mee strikken,Tie laces,tie laces,3,tie shoelaces
4087,NAT202401,13669,2939,paperclip,spijker,nail,nail,4,nail
4088,NAT202401,13743,2940,paperclip,nagels schoonmaken,cleaning nails,cleaning nails,5,clean nails
4089,NAT202401,13999,2942,paperclip,je nagelriemen ermee naar beneden duwen,pushing cuticles,pushing cuticles,5,push down your cuticles with it
4090,NAT202401,14002,2942,paperclip,nagellak van nagels afkrabbem,Scrape nail polish nails,scrape nail polish nails,2,scrape nail polish off nails
4091,NAT202401,14082,2944,paperclip,je veters vastmaken,tying laces,tying laces,3,tie your shoelaces
4092,NAT202401,14375,2950,paperclip,Dingen aan spijkers hangen door het vast te maken aan een paperclip en er een haakje van te maken,Hang nails attaching paper clip making hook,hang nails attaching paper clip making hook,4,hang things on nails by attaching it to a paperclip and making a hook
4093,NAT202401,14602,2955,paperclip,nagesl schoonmaken,cleaning nails,cleaning nails,5,clean nails
4094,NAT202401,15102,2964,paperclip,Als tool voor creaties op nagel met nagellak (bv. stipjes),tool creations nails nail polish,tool creations nails nail polish,5,as a tool for creations on nails with nail polish (e.g. dots)
4095,NAT202401,15322,2970,paperclip,veters bij elkaar houden,keep laces together,keep laces together,4,to hold laces together
4096,NAT202401,15384,2972,paperclip,om je nagels mee schoon te maken,clean nails,clean nails,5,to clean your nails
4097,NAT202401,70,2657,paperclip,"als dingetje aan een rits, ritshandvatje zegmaar",thing zipper  zipper handle speak,zipper pull,5,"as a thing on a zipper, zipper handle so to speak"
4098,NAT202401,253,2661,paperclip,als rits,zipper,zipper,5,as a zipper
4099,NAT202401,420,2667,paperclip,rits maken,make zipper,make zipper,5,to make a zipper
4100,NAT202401,1242,2680,paperclip,vervanger voor een rits,substitute zipper,substitute zipper,5,replacement for a zipper
4101,NAT202401,1373,2684,paperclip,ritssluiting,zipper,zipper,5,zipper
4102,NAT202401,1577,2687,paperclip,aan een rits zodat je daaraan weer kan trekken,zipper pull,zipper pull,5,on a zipper so you can pull it again
4103,NAT202401,1673,2689,paperclip,aan ritssluiting,zipper,zipper,5,on a zipper
4104,NAT202401,2078,2695,paperclip,Als rits gebruiken',zipper,zipper,5,Use as a zipper'
4105,NAT202401,2444,2700,paperclip,als rits gebruiken,zipper,zipper,5,use as a zipper
4106,NAT202401,2520,2701,paperclip,als rits,zipper,zipper,5,as a zipper
4107,NAT202401,2585,2702,paperclip,zelfgemaakte hendel voor een rits,homemade handle zipper,zipper,5,homemade handle for a zipper
4108,NAT202401,2939,2708,paperclip,"als rits is afgebroken, gebruiken als rits",zipper broken  zipper,zipper,5,"if a zipper is broken, use as a zipper"
4109,NAT202401,3064,2711,paperclip,fix rits,fix zipper,fix zipper,5,fix a zipper
4110,NAT202401,3190,2713,paperclip,uit elkaar halen en gebruiken om je rits open te maken,take apart open zipper,open zipper,5,take it apart and use it to open your zipper
4111,NAT202401,3276,2714,paperclip,rits vast te maken,zipper fasten,zipper fasten,5,fasten a zipper
4112,NAT202401,3290,2714,paperclip,trekker voor je rits,puller zipper,zip puller,5,pull for your zipper
4113,NAT202401,3344,2715,paperclip,you could fix a zipper with it,could fix zipper,could fix zipper,5,you could fix a zipper with it
4114,NAT202401,3387,2716,paperclip,gebruiken als je rits kapot is,zipper broken,zipper broken,5,use if your zipper is broken
4115,NAT202401,3648,2720,paperclip,als rits gebruiken,zipper,zipper,5,use as a zipper
4116,NAT202401,3728,2722,paperclip,als uiteinde van rits gebruiken als het hangertje kapot is,end zipper hanger broken,end zipper hanger broken,5,use as the end of a zipper if the hanger is broken
4117,NAT202401,3771,2723,paperclip,het lipje van een rits vervangen,replacing tab zipper,replacing tab zipper,5,replace the tab of a zipper
4118,NAT202401,3950,2726,paperclip,rits 'labeltje',zipper label,zipper label,5,zipper label
4119,NAT202401,3951,2726,paperclip,om je broekrits omhoog te houden door hem om je knoop te doen,keep pants zipper putting around button,zipper,5,to hold your pants zipper up by putting it around your button
4120,NAT202401,4411,2740,paperclip,een kapotte rits maken,fix broken zipper,fix broken zipper,5,make a broken zipper
4121,NAT202401,4514,2742,paperclip,rits dichthouden door om rits met knoop te verbinden,Keep zipper closed connecting zipper button,close zip,5,keep a zipper closed by connecting the zipper to the button
4122,NAT202401,4515,2742,paperclip,ritssluiting repareren door houvastdingetje te vervangen,repair zipper replacing holdon thing,zipper,5,repair a zipper by replacing a hold-down thing
4123,NAT202401,5024,2751,paperclip,als rits gebruiken,zipper,zipper,5,use as a zipper
4124,NAT202401,5124,2754,paperclip,als je rits kapot is een paperclip gebruiken,zipper broken paper clip,zipper broken paper clip,5,"if your zipper is broken, use a paperclip"
4125,NAT202401,5231,2757,paperclip,als rits gebruiken,zipper,zipper,5,use as a zipper
4126,NAT202401,5562,2762,paperclip,gebruiken als het haakje van je rits kapot is,hook zipper broken,hook of zip,5,use if the hook of your zipper is broken is
4127,NAT202401,5727,2766,paperclip,als rits gebruiken,zipper,zipper,5,use as a zipper
4128,NAT202401,5988,2772,paperclip,om rits dicht te houden,keep zipper closed,keep zipper closed,5,to keep a zipper closed
4129,NAT202401,6662,2786,paperclip,stuitsel voor zakjes,stopper bags,stopper bags,5,stopper for bags
4130,NAT202401,7437,2800,paperclip,als rits dingentje vervanger,zipper item replacement,zipper,5,as a zipper thingy replacement
4131,NAT202401,7677,2810,paperclip,gebruiken als rits handvat,zipper handle,zipper handle,5,use as a zipper handle
4132,NAT202401,7967,2816,paperclip,om een rits makkelijker vast te houden,make easier hold zipper,make easier hold zipper,5,to hold a zipper easier
4133,NAT202401,8403,2823,paperclip,Fix a zipper,Fix zipper,fix zipper,5,Fix a zipper
4134,NAT202401,8522,2824,paperclip,vastmaken aan je rits als je dat handvat kwijt bent,attach zipper lose handle,attach zipper lose handle,5,attach to your zipper if you have lost the handle
4135,NAT202401,8723,2828,paperclip,Als je rist kapot gaat kan je daarmee trekken,zipper breaks  pull,zipper breaks  pull,5,If your zipper breaks you can pull with it
4136,NAT202401,8846,2831,paperclip,Als lipje voor je kapotte rits,tab broken zipper,zipper,5,As a tab for your broken zipper
4137,NAT202401,8977,2833,paperclip,gebruiken als nieuwe rits,new zipper,new zipper,5,use as a new zipper
4138,NAT202401,9676,2847,paperclip,als je rits kapot is een paperclip gebruiken,zipper broken paper clip,zipper,5,if your zipper is broken use a paperclip
4139,NAT202401,9950,2854,paperclip,als rits gebruiken,zipper,zipper,5,use as a zipper
4140,NAT202401,10200,2862,paperclip,voor je rits gebruiken als die kapot is,zipper broken,zipper,5,use for your zipper if it is broken
4141,NAT202401,10834,2876,paperclip,rits vervangen,replace zipper,replace zipper,5,replace zipper
