research_id,response_id,object,original_response,respondent_id,cleaned_response,translated_response,originality_rater01,utility_rater01,originality_rater02,utility_rater02
NAT202402,19371,brick,decorative bookshelf,260,decorative bookshelf,decorative bookshelf,2,3,,
NAT202402,19391,brick,decorative shelf,261,decorative shelf,decorative shelf,2,3,,
NAT202402,19410,brick,building mini structures,262,building mini structures,building mini structures,1,3,,
NAT202402,19417,brick,shelf support,262,shelf support,shelf support,1.5,4,,
NAT202402,19422,brick,time capsule container,262,time capsule container,time capsule container,3,2,,
NAT202402,19432,brick,furniture stabilizer,263,furniture stabilizer,furniture stabilizer,1,4,,
NAT202402,19471,brick,decorative shelf,265,decorative shelf,decorative shelf,2,3,,
NAT202402,19482,brick,furniture raiser,265,furniture raiser,furniture raiser,1,4,,
NAT202402,19491,brick,decorative shelf,266,decorative shelf,decorative shelf,2,3,,
NAT202402,19569,brick,mini shelf,270,mini shelf,mini shelf,2,4,,
NAT202402,19578,brick,furniture leveler,270,furniture leveler,furniture leveler,1.5,4,,
NAT202402,19582,brick,time capsule container,270,time capsule container,time capsule container,3,2,,
NAT202402,19591,brick,shelving support,271,shelving support,shelving support,1.5,4,,
NAT202402,19601,brick,level a table,271,level table,level table,1.5,4,,
NAT202402,19621,brick,incense holder,272,incense holder,incense holder,3,2,,
NAT202402,19651,brick,shelf support,274,shelf support,shelf support,1.5,4,,
NAT202402,19676,brick,drawer organizer,275,drawer organizer,drawer organizer,3,2,,
NAT202402,19759,brick,makeshift trivet,334,makeshift trivet,makeshift trivet,2,5,,
NAT202402,19779,brick,makeshift trivet,335,makeshift trivet,makeshift trivet,2,5,,
NAT202402,19831,brick,rustic serving platter,338,rustic serving platter,rustic serving platter,3,3,,
NAT202402,19851,brick,impromptu trivet,339,impromptu trivet,impromptu trivet,2,5,,
NAT202402,19860,brick,impromptu soap dish,339,impromptu soap dish,impromptu soap dish,3,2,,
NAT202402,19922,brick,impromptu trivet,342,impromptu trivet,impromptu trivet,2,5,,
NAT202402,19940,brick,tabletop trivet,343,tabletop trivet,tabletop trivet,2,5,,
NAT202402,19971,brick,rustic serving platter,345,rustic serving platter,rustic serving platter,3,3,,
NAT202402,19996,brick,propping up furniture,346,propping furniture,propping furniture,1,4,,
NAT202402,20036,brick,propping up furniture,348,propping furniture,propping furniture,1,4,,
NAT202402,20059,brick,incense holder,349,incense holder,incense holder,3,2,,
NAT202402,19941,brick,tissue weight,345,tissue weight,tissue weight,2,5,,
NAT202402,20060,brick,napkin weight,349,napkin weight,napkin weight,2,5,,
NAT202402,20061,brick,trivet,349,trivet,trivet,2,5,,
NAT202402,20076,brick,furniture leveler,350,furniture leveler,furniture leveler,1.5,4,,
NAT202402,20081,brick,impromptu trivet,350,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20120,brick,tabletop stabilizer,352,tabletop stabilizer,tabletop stabilizer,1.5,4,,
NAT202402,20131,brick,rustic serving tray,353,rustic serving tray,rustic serving tray,3,3,,
NAT202402,20141,brick,makeshift trivet,353,makeshift trivet,makeshift trivet,2,5,,
NAT202402,20151,brick,rustic soap dish,354,rustic soap dish,rustic soap dish,3,2,,
NAT202402,20160,brick,trivet,354,trivet,trivet,2,5,,
NAT202402,20173,brick,rustic soap dish,355,rustic soap dish,rustic soap dish,3,2,,
NAT202402,20182,brick,makeshift trivet,355,makeshift trivet,makeshift trivet,2,5,,
NAT202402,20191,brick,impromptu trivet,356,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20220,brick,impromptu trivet,357,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20233,brick,rustic soap dish,358,rustic soap dish,rustic soap dish,3,2,,
NAT202402,20255,brick,tablecloth weight,359,tablecloth weight,tablecloth weight,2,5,,
NAT202402,20259,brick,rustic soap dish,359,rustic soap dish,rustic soap dish,3,2,,
NAT202402,20278,brick,soap dish,360,soap dish,soap dish,3,2,,
NAT202402,20281,brick,napkin weight,360,napkin weight,napkin weight,2,5,,
NAT202402,20282,brick,trivet,360,trivet,trivet,2,5,,
NAT202402,20295,brick,rustic trivet,361,rustic trivet,rustic trivet,3,5,,
NAT202402,20320,brick,incense holder,362,incense holder,incense holder,3,2,,
NAT202402,20321,brick,trivet for hot dishes,362,trivet hot dishes,trivet hot dishes,2,5,,
NAT202402,20334,brick,propping up furniture,363,propping furniture,propping furniture,1,4,,
NAT202402,20337,brick,impromptu soap dish,363,impromptu soap dish,impromptu soap dish,3,2,,
NAT202402,20339,brick,makeshift trivet,363,makeshift trivet,makeshift trivet,2,5,,
NAT202402,20371,brick,rustic serving platter,365,rustic serving platter,rustic serving platter,3,3,,
NAT202402,20381,brick,makeshift trivet,365,makeshift trivet,makeshift trivet,2,5,,
NAT202402,20390,brick,rustic trivet,366,rustic trivet,rustic trivet,3,5,,
NAT202402,20419,brick,propping up furniture,367,propping furniture,propping furniture,1,4,,
NAT202402,20435,brick,decorative centerpiece,368,decorative centerpiece,decorative centerpiece,2,2,,
NAT202402,20436,brick,impromptu soap dish,368,impromptu soap dish,impromptu soap dish,3,2,,
NAT202402,20442,brick,heat-resistant trivet,368,heatresistant trivet,heatresistant trivet,3,5,,
NAT202402,20455,brick,unusual table centerpiece,369,unusual table centerpiece,unusual table centerpiece,2,2,,
NAT202402,20481,brick,impromptu trivet,370,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20492,brick,makeshift trivet,371,makeshift trivet,makeshift trivet,2,5,,
NAT202402,20493,brick,impromptu soap dish,371,impromptu soap dish,impromptu soap dish,3,2,,
NAT202402,20496,brick,decorative centerpiece,371,decorative centerpiece,decorative centerpiece,2,2,,
NAT202402,20513,brick,impromptu trivet,372,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20515,brick,propping up furniture,372,propping furniture,propping furniture,1,4,,
NAT202402,20541,brick,incense burner base,373,incense burner base,incense burner base,3,3,,
NAT202402,20553,brick,impromptu trivet,374,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20558,brick,rustic soap dish,374,rustic soap dish,rustic soap dish,3,2,,
NAT202402,20590,brick,rustic centerpiece,376,rustic centerpiece,rustic centerpiece,2,2,,
NAT202402,20613,brick,impromptu table leveler,377,impromptu table leveler,impromptu table leveler,2,4,,
NAT202402,20640,brick,propping up furniture,378,propping furniture,propping furniture,1,4,,
NAT202402,20653,brick,impromptu trivet,379,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20658,brick,incense burner base,379,incense burner base,incense burner base,3,3,,
NAT202402,20679,brick,leveling uneven furniture,380,leveling uneven furniture,leveling uneven furniture,1.5,4,,
NAT202402,20700,brick,impromptu trivet,381,impromptu trivet,impromptu trivet,2,5,,
NAT202402,20701,brick,tablecloth anchor,381,tablecloth anchor,tablecloth anchor,2,5,,
NAT202402,20758,brick,soap dish,384,soap dish,soap dish,3,2,,
NAT202402,20761,brick,tablecloth anchor,384,tablecloth anchor,tablecloth anchor,2,5,,
NAT202402,20896,brick,trivets,281,trivets,trivets,2,5,,
NAT202402,20916,brick,trivets,282,trivets,trivets,2,5,,
NAT202402,20936,brick,trivets,283,trivets,trivets,2,5,,
NAT202402,20956,brick,trivets,284,trivets,trivets,2,5,,
NAT202402,20976,brick,trivets,285,trivets,trivets,2,5,,
NAT202402,20997,brick,trivets,286,trivets,trivets,2,5,,
NAT202402,21017,brick,trivets,287,trivets,trivets,2,5,,
NAT202402,21041,brick,compost bin,288,compost bin,compost bin,3,3,,
NAT202402,21061,brick,compost bin,289,compost bin,compost bin,3,3,,
NAT202402,21077,brick,trivets,290,trivets,trivets,2,5,,
NAT202402,21097,brick,trivets,291,trivets,trivets,2,5,,
NAT202402,21117,brick,trivets,292,trivets,trivets,2,5,,
NAT202402,21157,brick,trivets,294,trivets,trivets,2,5,,
NAT202402,21178,brick,table,295,table,table,1.7,3,,
NAT202402,21179,brick,chair,295,chair,chair,1,3,,
NAT202402,21180,brick,bench,295,bench,bench,1,3,,
NAT202402,21261,brick,coffee table,299,coffee table,coffee table,2,3,,
NAT202402,21279,brick,table,300,table,table,1.7,3,,
NAT202402,21280,brick,chair,300,chair,chair,1,3,,
NAT202402,21281,brick,bench,300,bench,bench,1,3,,
NAT202402,21297,brick,coffee table,301,coffee table,coffee table,2,3,,
NAT202402,21298,brick,side table,301,side table,side table,2,3,,
NAT202402,21320,brick,trivets,302,trivets,trivets,2,5,,
NAT202402,21338,brick,trivets,303,trivets,trivets,2,5,,
NAT202402,21341,brick,coffee table,303,coffee table,coffee table,2,3,,
NAT202402,21357,brick,coffee table,304,coffee table,coffee table,2,3,,
NAT202402,21358,brick,side table,304,side table,side table,2,3,,
NAT202402,21379,brick,coffee table,305,coffee table,coffee table,2,3,,
NAT202402,21380,brick,bench,305,bench,bench,1,3,,
NAT202402,21399,brick,wine rack,306,wine rack,wine rack,3,3,,
NAT202402,21419,brick,wine rack,307,wine rack,wine rack,3,3,,
NAT202402,21518,brick,wine rack,312,wine rack,wine rack,3,3,,
NAT202402,21612,brick,table,317,table,table,1.7,3,,
NAT202402,21613,brick,chair,317,chair,chair,1,3,,
NAT202402,21614,brick,bench,317,bench,bench,1,3,,
NAT202402,21636,brick,compost bin,318,compost bin,compost bin,3,3,,
NAT202402,21638,brick,wine rack,318,wine rack,wine rack,3,3,,
NAT202402,21656,brick,compost bin,319,compost bin,compost bin,3,3,,
NAT202402,21658,brick,wine rack,319,wine rack,wine rack,3,3,,
NAT202402,21676,brick,compost bin,320,compost bin,compost bin,3,3,,
NAT202402,21678,brick,wine rack,320,wine rack,wine rack,3,3,,
NAT202402,21694,brick,trivets,321,trivets,trivets,2,5,,
NAT202402,21699,brick,bench,321,bench,bench,1,3,,
NAT202402,21710,brick,bookshelf,322,bookshelf,bookshelf,2,3,,
NAT202402,21712,brick,side table,322,side table,side table,2,3,,
NAT202402,21733,brick,table,323,table,table,1.7,3,,
NAT202402,21735,brick,chair,323,chair,chair,1,3,,
NAT202402,21759,brick,trivets,324,trivets,trivets,2,5,,
NAT202402,21779,brick,trivets,325,trivets,trivets,2,5,,
NAT202402,21797,brick,bench,326,bench,bench,1,3,,
NAT202402,21798,brick,bookcase,326,bookcase,bookcase,2,3,,
NAT202402,21854,brick,bench,329,bench,bench,1,3,,
NAT202402,21855,brick,table,329,table,table,1.7,3,,
NAT202402,21932,brick,a brick bench,388,bench,bench,1,3,,
NAT202402,21938,brick,a brick trivet,388,trivet,trivet,2,5,,
NAT202402,21941,brick,a brick serving tray,388,serving tray,serving tray,3,3,,
NAT202402,21972,brick,a brick bench,390,bench,bench,1,3,,
NAT202402,21978,brick,a brick trivet,390,trivet,trivet,2,5,,
NAT202402,21981,brick,a brick serving tray,390,serving tray,serving tray,3,3,,
NAT202402,21993,brick,brick bench,391,bench,bench,1,3,,
NAT202402,22014,brick,brick bench,392,bench,bench,1,3,,
NAT202402,22200,brick,a brick of wood,401,wood,wood,1.4,0,,
NAT202402,22317,brick,a brick trivet,407,trivet,trivet,2,5,,
NAT202402,22441,brick,brick bench,413,bench,bench,1,3,,
NAT202402,22442,brick,brick table,413,table,table,1.7,3,,
NAT202402,22459,brick,brick bench,414,bench,bench,1,3,,
NAT202402,22460,brick,brick table,414,table,table,1.7,3,,
NAT202402,22461,brick,brick chair,414,chair,chair,1,3,,
NAT202402,22515,brick,chicken coop,417,chicken coop,chicken coop,2,3,,
NAT202402,22517,brick,compost bin,417,compost bin,compost bin,3,3,,
NAT202402,22550,brick,bench,419,bench,bench,1,3,,
NAT202402,22592,brick,brick table,421,table,table,1.7,3,,
NAT202402,22671,brick,brick bench,425,bench,bench,1,3,,
NAT202402,22714,brick,brick bench,427,bench,bench,1,3,,
NAT202402,22780,brick,table,430,table,table,1.7,3,,
NAT202402,22781,brick,bench,430,bench,bench,1,3,,
NAT202402,22851,brick,furniture,434,furniture,furniture,1,3,,
NAT202402,22890,brick,a brick bench,436,bench,bench,1,3,,
NAT202402,22900,brick,a brick coffee table,436,coffee table,coffee table,2,3,,
NAT202402,22901,brick,a brick end table,436,end table,end table,2,3,,
NAT202402,22902,brick,a brick headboard,436,headboard,headboard,2,3,,
NAT202402,22910,brick,bench construction,437,bench construction,bench construction,1,3,,
NAT202402,22911,brick,compost bin base,437,compost bin base,compost bin base,2.5,3,,
NAT202402,22914,brick,shed base,437,shed base,shed base,1,4,,
NAT202402,22915,brick,chicken coop base,437,chicken coop base,chicken coop base,2,3,,
NAT202402,22919,brick,firewood storage,437,firewood storage,firewood storage,2,3,,
NAT202402,22987,brick,bench,441,bench,bench,1,3,,
NAT202402,22988,brick,table,441,table,table,1.7,3,,
NAT202402,22990,brick,shelf,441,shelf,shelf,1.7,3,,
NAT202402,23007,brick,bench,442,bench,bench,1,3,,
NAT202402,23008,brick,table,442,table,table,1.7,3,,
NAT202402,23010,brick,shelf,442,shelf,shelf,1.7,3,,
NAT202402,23027,brick,bench,443,bench,bench,1,3,,
NAT202402,23028,brick,table,443,table,table,1.7,3,,
NAT202402,23030,brick,shelf,443,shelf,shelf,1.7,3,,
NAT202402,23047,brick,bench,444,bench,bench,1,3,,
NAT202402,23048,brick,table,444,table,table,1.7,3,,
NAT202402,23050,brick,shelf,444,shelf,shelf,1.7,3,,
NAT202402,23070,brick,table,445,table,table,1.7,3,,
NAT202402,23071,brick,bench,445,bench,bench,1,3,,
NAT202402,23073,brick,shelf,445,shelf,shelf,1.7,3,,
NAT202402,23090,brick,table,446,table,table,1.7,3,,
NAT202402,23091,brick,bench,446,bench,bench,1,3,,
NAT202402,23093,brick,shelf,446,shelf,shelf,1.7,3,,
NAT202402,23107,brick,bench,447,bench,bench,1,3,,
NAT202402,23108,brick,table,447,table,table,1.7,3,,
NAT202402,23110,brick,shelf,447,shelf,shelf,1.7,3,,
NAT202402,23121,brick,furniture,447,furniture,furniture,1,3,,
NAT202402,23133,brick,bench,448,bench,bench,1,3,,
NAT202402,23136,brick,shelf,448,shelf,shelf,1.7,3,,
NAT202402,23146,brick,bench,449,bench,bench,1,3,,
NAT202402,23147,brick,table,449,table,table,1.7,3,,
NAT202402,23148,brick,shelf,449,shelf,shelf,1.7,3,,
NAT202402,23179,brick,benches,450,benches,benches,1,3,,
NAT202402,23180,brick,tables,450,tables,tables,1.7,3,,
NAT202402,23193,brick,shelf support,451,shelf support,shelf support,1.5,4,,
NAT202402,23213,brick,bench,452,bench,bench,1,3,,
NAT202402,23214,brick,table,452,table,table,1.7,3,,
NAT202402,23216,brick,shelf,452,shelf,shelf,1.7,3,,
NAT202402,23250,brick,bench,454,bench,bench,1,3,,
NAT202402,23253,brick,shelf,454,shelf,shelf,1.7,3,,
NAT202402,23297,brick,firewood holder,456,firewood holder,firewood holder,2,3,,
NAT202402,23311,brick,bench seat,457,bench seat,bench seat,1.5,3,,
NAT202402,23314,brick,firewood holder,457,firewood holder,firewood holder,2,3,,
NAT202402,23324,brick,bench,458,bench,bench,1,3,,
NAT202402,23325,brick,table,458,table,table,1.7,3,,
NAT202402,23327,brick,shelf,458,shelf,shelf,1.7,3,,
NAT202402,23338,brick,kitchen,458,kitchen,kitchen,1,4,,
NAT202402,23347,brick,bookshelf,459,bookshelf,bookshelf,2,3,,
NAT202402,23348,brick,coffee table,459,coffee table,coffee table,2,3,,
NAT202402,23353,brick,garden bench,459,garden bench,garden bench,1,3,,
NAT202402,23365,brick,bench,460,bench,bench,1,3,,
NAT202402,23376,brick,shelf,460,shelf,shelf,1.7,3,,
NAT202402,23386,brick,bookshelf,461,bookshelf,bookshelf,2,3,,
NAT202402,23394,brick,bench,461,bench,bench,1,3,,
NAT202402,23427,brick,bench,463,bench,bench,1,3,,
NAT202402,23440,brick,bookshelf,464,bookshelf,bookshelf,2,3,,
NAT202402,23451,brick,shelves,464,shelves,shelves,2,3,,
NAT202402,23454,brick,firewood storage,464,firewood storage,firewood storage,2,3,,
NAT202402,23460,brick,bookshelf,465,bookshelf,bookshelf,2,3,,
NAT202402,23468,brick,bench,465,bench,bench,1,3,,
NAT202402,23488,brick,small table,466,small table,small table,2,3,,
NAT202402,23492,brick,bookshelf,466,bookshelf,bookshelf,2,3,,
NAT202402,23508,brick,shelf,467,shelf,shelf,1.7,3,,
NAT202402,23510,brick,bench,467,bench,bench,1,3,,
NAT202402,23530,brick,shelves,468,shelves,shelves,2,3,,
NAT202402,23541,brick,furniture,469,furniture,furniture,1,3,,
NAT202402,23548,brick,bench,469,bench,bench,1,3,,
NAT202402,23549,brick,table,469,table,table,1.7,3,,
NAT202402,23552,brick,shelf,469,shelf,shelf,1.7,3,,
NAT202402,23572,brick,bookshelf,470,bookshelf,bookshelf,2,3,,
NAT202402,23589,brick,tables,471,tables,tables,1.7,3,,
NAT202402,23590,brick,benches,471,benches,benches,1,3,,
NAT202402,23603,brick,bookshelf,472,bookshelf,bookshelf,2,3,,
NAT202402,23625,brick,bench,473,bench,bench,1,3,,
NAT202402,23626,brick,table,473,table,table,1.7,3,,
NAT202402,23632,brick,bookshelf,473,bookshelf,bookshelf,2,3,,
NAT202402,23645,brick,bench,474,bench,bench,1,3,,
NAT202402,23653,brick,shelf,474,shelf,shelf,1.7,3,,
NAT202402,23658,brick,bookshelf,475,bookshelf,bookshelf,2,3,,
NAT202402,23673,brick,bench support,475,bench support,bench support,1,4,,
NAT202402,23698,brick,coffee table,477,coffee table,coffee table,2,3,,
NAT202402,23739,brick,bench,479,bench,bench,1,3,,
NAT202402,23740,brick,table,479,table,table,1.7,3,,
NAT202402,23761,brick,bookshelf,480,bookshelf,bookshelf,2,3,,
NAT202402,23779,brick,bookshelf,481,bookshelf,bookshelf,2,3,,
NAT202402,23791,brick,benches,481,benches,benches,1,3,,
NAT202402,23801,brick,coffee table,482,coffee table,coffee table,2,3,,
NAT202402,23807,brick,bookshelf,482,bookshelf,bookshelf,2,3,,
NAT202402,23815,brick,outdoor bench,482,outdoor bench,outdoor bench,1,3,,
NAT202402,23825,brick,bookshelf,483,bookshelf,bookshelf,2,3,,
NAT202402,23838,brick,bench,484,bench,bench,1,3,,
NAT202402,23866,brick,furniture,485,furniture,furniture,1,3,,
NAT202402,23870,brick,wine cellar,485,wine cellar,wine cellar,2,4,,
NAT202402,23883,brick,shelf,486,shelf,shelf,1.7,3,,
NAT202402,23935,brick,shelf bracket,488,shelf bracket,shelf bracket,2,1,,
NAT202402,23940,brick,bookshelf,489,bookshelf,bookshelf,2,3,,
NAT202402,23948,brick,bike rack,489,bike rack,bike rack,2,2,,
NAT202402,23949,brick,potting bench,489,potting bench,potting bench,2,3,,
NAT202402,23951,brick,firewood holder,489,firewood holder,firewood holder,2,3,,
NAT202402,23955,brick,outdoor storage,489,outdoor storage,outdoor storage,2,3,,
NAT202402,23986,brick,furniture,491,furniture,furniture,1,3,,
NAT202402,23987,brick,shelf,491,shelf,shelf,1.7,3,,
NAT202402,24001,brick,furniture making,492,furniture making,furniture making,1,3,,
NAT202402,24004,brick,bookshelves,492,bookshelves,bookshelves,2,3,,
NAT202402,24021,brick,furniture,493,furniture,furniture,1,3,,
NAT202402,24022,brick,bookshelf,493,bookshelf,bookshelf,2,3,,
NAT202402,24023,brick,coffee table,493,coffee table,coffee table,2,3,,
NAT202402,24055,brick,kitchen wall,495,kitchen wall,kitchen wall,1,4,,
NAT202402,24062,brick,bench,495,bench,bench,1,3,,
NAT202402,14294,brick,oven,1,oven,oven,2,3,,
NAT202402,14313,brick,oven,2,oven,oven,2,3,,
NAT202402,14332,brick,oven,3,oven,oven,2,3,,
NAT202402,14351,brick,oven,4,oven,oven,2,3,,
NAT202402,14370,brick,oven,5,oven,oven,2,3,,
NAT202402,14389,brick,oven,6,oven,oven,2,3,,
NAT202402,14408,brick,oven,7,oven,oven,2,3,,
NAT202402,14427,brick,oven,8,oven,oven,2,3,,
NAT202402,14446,brick,oven,9,oven,oven,2,3,,
NAT202402,14465,brick,oven,10,oven,oven,2,3,,
NAT202402,14484,brick,oven,11,oven,oven,2,3,,
NAT202402,14504,brick,oven,12,oven,oven,2,3,,
NAT202402,14521,brick,oven,13,oven,oven,2,3,,
NAT202402,14540,brick,oven,14,oven,oven,2,3,,
NAT202402,14558,brick,oven,15,oven,oven,2,3,,
NAT202402,14578,brick,oven,16,oven,oven,2,3,,
NAT202402,14598,brick,oven,17,oven,oven,2,3,,
NAT202402,14617,brick,oven,18,oven,oven,2,3,,
NAT202402,14636,brick,oven,19,oven,oven,2,3,,
NAT202402,14656,brick,oven brick,20,oven,oven,2,3,,
NAT202402,14662,brick,brick oven,20,oven,oven,2,3,,
NAT202402,14675,brick,oven,21,oven,oven,2,3,,
NAT202402,14694,brick,oven,22,oven,oven,2,3,,
NAT202402,14708,brick,brick oven,22,oven,oven,2,3,,
NAT202402,14714,brick,oven,23,oven,oven,2,3,,
NAT202402,14733,brick,oven,24,oven,oven,2,3,,
NAT202402,14746,brick,brick oven,24,oven,oven,2,3,,
NAT202402,14753,brick,oven,25,oven,oven,2,3,,
NAT202402,14773,brick,oven,26,oven,oven,2,3,,
NAT202402,14793,brick,oven,27,oven,oven,2,3,,
NAT202402,14812,brick,oven,28,oven,oven,2,3,,
NAT202402,14833,brick,oven,29,oven,oven,2,3,,
NAT202402,14853,brick,oven brick,30,oven,oven,2,3,,
NAT202402,14861,brick,pizza oven brick,30,pizza oven,pizza oven,2,4,,
NAT202402,14868,brick,brick oven,30,oven,oven,2,3,,
NAT202402,14873,brick,oven,31,oven,oven,2,3,,
NAT202402,14885,brick,pizza,31,pizza,pizza,1.4,0,,
NAT202402,14892,brick,oven,32,oven,oven,2,3,,
NAT202402,14916,brick,oven brick,33,oven,oven,2,3,,
NAT202402,14920,brick,brick oven,33,oven,oven,2,3,,
NAT202402,14932,brick,oven,34,oven,oven,2,3,,
NAT202402,14970,brick,oven,36,oven,oven,2,3,,
NAT202402,14990,brick,oven,37,oven,oven,2,3,,
NAT202402,15017,brick,oven,38,oven,oven,2,3,,
NAT202402,15028,brick,oven brick,39,oven,oven,2,3,,
NAT202402,15039,brick,brick oven,39,oven,oven,2,3,,
NAT202402,15048,brick,oven,40,oven,oven,2,3,,
NAT202402,15063,brick,pizza oven,40,pizza oven,pizza oven,2,4,,
NAT202402,15108,brick,oven,43,oven,oven,2,3,,
NAT202402,15129,brick,oven brick,44,oven,oven,2,3,,
NAT202402,15158,brick,oven brick,45,oven,oven,2,3,,
NAT202402,15168,brick,oven,46,oven,oven,2,3,,
NAT202402,15199,brick,oven,47,oven,oven,2,3,,
NAT202402,15204,brick,oven,48,oven,oven,2,3,,
NAT202402,15226,brick,oven,49,oven,oven,2,3,,
NAT202402,15249,brick,oven,50,oven,oven,2,3,,
NAT202402,15257,brick,oven,50,oven,oven,2,3,,
NAT202402,15264,brick,oven,51,oven,oven,2,3,,
NAT202402,15285,brick,oven brick,52,oven,oven,2,3,,
NAT202402,15297,brick,pizza oven decoration,52,pizza oven decoration,pizza oven decoration,2,4,,
NAT202402,15304,brick,oven,53,oven,oven,2,3,,
NAT202402,15321,brick,oven,54,oven,oven,2,3,,
NAT202402,16397,brick,oven brick,111,oven,oven,2,3,,
NAT202402,16417,brick,oven brick,112,oven,oven,2,3,,
NAT202402,16437,brick,oven brick,113,oven,oven,2,3,,
NAT202402,16457,brick,oven brick,114,oven,oven,2,3,,
NAT202402,16477,brick,oven brick,115,oven,oven,2,3,,
NAT202402,16508,brick,oven brick,116,oven,oven,2,3,,
NAT202402,16525,brick,oven brick,117,oven,oven,2,3,,
NAT202402,16536,brick,oven brick,118,oven,oven,2,3,,
NAT202402,16557,brick,oven brick,119,oven,oven,2,3,,
NAT202402,16576,brick,oven brick,120,oven,oven,2,3,,
NAT202402,16597,brick,oven brick,121,oven,oven,2,3,,
NAT202402,16616,brick,oven brick,122,oven,oven,2,3,,
NAT202402,16637,brick,oven brick,123,oven,oven,2,3,,
NAT202402,16677,brick,oven brick,125,oven,oven,2,3,,
NAT202402,16706,brick,oven insulation,126,oven insulation,oven insulation,2,3,,
NAT202402,16728,brick,pizza oven,127,pizza oven,pizza oven,2,4,,
NAT202402,16737,brick,oven lining,128,oven lining,oven lining,2,3,,
NAT202402,16777,brick,oven brick,130,oven,oven,2,3,,
NAT202402,16817,brick,oven brick,132,oven,oven,2,3,,
NAT202402,16848,brick,oven floor,133,oven floor,oven floor,2,2,,
NAT202402,16857,brick,oven brick,134,oven,oven,2,3,,
NAT202402,16962,brick,brick oven,139,oven,oven,2,3,,
NAT202402,17005,brick,brick oven,141,oven,oven,2,3,,
NAT202402,17028,brick,brick oven,142,oven,oven,2,3,,
NAT202402,17091,brick,homemade oven,145,homemade oven,homemade oven,2,3,,
NAT202402,17101,brick,make brick oven,146,make oven,make oven,1.7,3,,
NAT202402,17115,brick,oven brick,147,oven,oven,2,3,,
NAT202402,17122,brick,pizza oven,147,pizza oven,pizza oven,2,4,,
NAT202402,17140,brick,create a pizza oven,148,create pizza oven,create pizza oven,2,4,,
NAT202402,17182,brick,brick oven,150,oven,oven,2,3,,
NAT202402,17255,brick,oven,154,oven,oven,2,3,,
NAT202402,17305,brick,camping oven,156,camping oven,camping oven,3,2,,
NAT202402,17320,brick,oven floor protector,157,oven floor protector,oven floor protector,2,2,,
NAT202402,17375,brick,oven thermometer,160,oven thermometer,oven thermometer,3,0,,
NAT202402,17392,brick,pizza stone,161,pizza stone,pizza stone,2,2,,
NAT202402,17412,brick,oven heat regulator,162,oven heat regulator,oven heat regulator,3,0,,
NAT202402,17811,brick,oven,182,oven,oven,2,3,,
NAT202402,17914,brick,oven,187,oven,oven,2,3,,
NAT202402,18167,brick,oven,200,oven,oven,2,3,,
NAT202402,18187,brick,oven,201,oven,oven,2,3,,
NAT202402,18206,brick,oven,202,oven,oven,2,3,,
NAT202402,18219,brick,oven,202,oven,oven,2,3,,
NAT202402,18230,brick,oven,203,oven,oven,2,3,,
NAT202402,18250,brick,oven,204,oven,oven,2,3,,
NAT202402,18266,brick,oven,205,oven,oven,2,3,,
NAT202402,18276,brick,oven,205,oven,oven,2,3,,
NAT202402,18326,brick,oven,208,oven,oven,2,3,,
NAT202402,18367,brick,oven,210,oven,oven,2,3,,
NAT202402,18389,brick,oven brick,211,oven,oven,2,3,,
NAT202402,18415,brick,oven,212,oven,oven,2,3,,
NAT202402,18427,brick,oven,213,oven,oven,2,3,,
NAT202402,18452,brick,oven,214,oven,oven,2,3,,
NAT202402,18475,brick,oven,215,oven,oven,2,3,,
NAT202402,18486,brick,oven,216,oven,oven,2,3,,
NAT202402,18540,brick,oven brick,218,oven,oven,2,3,,
NAT202402,18551,brick,oven,219,oven,oven,2,3,,
NAT202402,18562,brick,pizza oven,219,pizza oven,pizza oven,2,4,,
NAT202402,19211,brick,oven pizza stone,252,oven pizza stone,oven pizza stone,2,2,,
NAT202402,19537,brick,pizza oven base,268,pizza oven base,pizza oven base,2,4,,
NAT202402,19634,brick,oven for pizza baking,273,oven pizza baking,oven pizza baking,2,4,,
NAT202402,19699,brick,baking stone,331,baking stone,baking stone,2,2,,
NAT202402,19719,brick,baking stone,332,baking stone,baking stone,2,2,,
NAT202402,19740,brick,brick oven pizza stone,333,oven pizza stone,oven pizza stone,2,2,,
NAT202402,19879,brick,baking stone,340,baking stone,baking stone,2,2,,
NAT202402,19902,brick,baking stone,341,baking stone,baking stone,2,2,,
NAT202402,19959,brick,baking stone,344,baking stone,baking stone,2,2,,
NAT202402,19981,brick,baking stone,345,baking stone,baking stone,2,2,,
NAT202402,20122,brick,baking stone,352,baking stone,baking stone,2,2,,
NAT202402,20439,brick,artisanal pizza stone,368,artisanal pizza stone,artisanal pizza stone,3,2,,
NAT202402,20456,brick,homemade pizza stone,369,homemade pizza stone,homemade pizza stone,2,2,,
NAT202402,20710,brick,baking stone,382,baking stone,baking stone,2,2,,
NAT202402,20729,brick,brick oven,383,oven,oven,2,3,,
