response_id,research_id,respondent_id,object,translated_response,originality_rater02,utility_rater02,originality_rater01,utility_rater01
230,CEG202418,cmpl-4zra4atJ3XarPjkJspnVq87V10M79,fork,Use a fork to play the xylophone,3,4,3,4
231,CEG202419,cmpl-4zra4atJ3XarPjkJspnVq87V10M79,fork,Use a fork as a back scratcher,2,5,2,5
232,CEG202420,cmpl-4zra4atJ3XarPjkJspnVq87V10M79,fork,Use a fork to measure ingredients when cooking,3,3,3,3
233,CEG202421,cmpl-4zra4atJ3XarPjkJspnVq87V10M79,fork,Use a fork as a toothpick,2,4,2,4
234,CEG202422,cmpl-4zra4atJ3XarPjkJspnVq87V10M79,fork,Curl your hair with a fork,2,4,2,4
235,CEG202423,cmpl-4zra4atJ3XarPjkJspnVq87V10M79,fork,Make music with forks and spoons by banging them together or on surfaces like tables and,3,5,3,5
236,CEG202424,cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,fork,Use a fork to curl your hair,2,4,2,4
237,CEG202425,cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,fork,Use a fork to apply makeup,3,2,3,2
238,CEG202426,cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,fork,Use a fork to eat ice cream,2,5,2,5
239,CEG202427,cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,fork,Use a fork to clean your teeth,2,4,2,4
240,CEG202428,cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,fork,Use a fork to brush your hair,2,4,2,4
241,CEG202429,cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,fork,Use a fork to pick up food that's fallen on the floor,1,5,1,5
243,CEG202430,cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,fork,Use a fork to eat a cupcake without getting your hands messy,1,5,1,5
244,CEG202431,cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,fork,Stick a fork in an electrical outlet to see if it's still working,3,3,3,3
245,CEG202432,cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,fork,Use a fork to comb your hair,2,4,2,4
246,CEG202433,cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,fork,Use a fork as a toothpick,2,4,2,4
247,CEG202434,cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,fork,Stick a fork in the ground to mark your spot in line,2,5,2,5
248,CEG202435,cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,fork,Use a fork,1,5,1,5
249,CEG202436,cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,fork,Fork art: Create fun designs and shapes using a fork as your paintbrush!,3,3,3,3
250,CEG202437,cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,fork,"Use a fork to curl your hair, no curlers necessary!",2,4,4,4
251,CEG202438,cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,fork,Make music with your fork: tap it against different surfaces to create unique sounds,3,5,3,5
252,CEG202439,cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,fork,Keep your drink cold by freezing a few forks and adding them to your glass,4,4,4,4
254,CEG202440,cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,fork,Use a fork to eat soup instead of a spoon,2,3,2,3
255,CEG202441,cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,fork,Use a fork to apply makeup instead of a brush,3,2,3,2
256,CEG202442,cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,fork,Use a fork as a toothpick,2,4,2,4
257,CEG202443,cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,fork,Use a fork to scratch an itch you can't reach,2,5,2,5
258,CEG202444,cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,fork,Use a fork to play the piano (if the keys are big enough!),3,3,3,3
260,CEG202445,cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,fork,Eat cereal with a fork instead of a spoon,1,5,1,5
261,CEG202446,cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,fork,Use a fork to play fetch with your dog,3,2,3,2
262,CEG202447,cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,fork,Use a fork as a bookmark in your favorite book,2,5,2,5
263,CEG202448,cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,fork,Keep track of your keys by hanging them on a fork,3,4,3,4
264,CEG202449,cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,fork,Use a fork to open up tightly sealed jars,1,5,1,5
265,CEG202450,cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,fork,Sift flour by using a fork instead,2,4,2,4
266,CEG202451,cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,fork,Use a fork to eat soup instead of a spoon,2,3,2,3
267,CEG202452,cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,fork,Use a fork to play the piano,3,3,3,3
268,CEG202453,cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,fork,Use a fork to brush your teeth,4,2,4,2
269,CEG202454,cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,fork,Use a fork to comb your hair,2,4,2,4
270,CEG202455,cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,fork,Use a fork as a bookmark in your book,2,5,2,5
271,CEG202456,cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,fork,Stick forks in the ground to make a garden fence or trellis for climbing,3,2,3,2
272,CEG202457,cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,fork,Use a fork to curl your hair,2,4,2,4
273,CEG202458,cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,fork,Use a fork to eat soup without getting your hands dirty.,2,3,2,3
275,CEG202459,cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,fork,Hold a fork by the tines and use the handle to hammer in nails,3,2,3,2
276,CEG202460,cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,fork,Place a fork in between the door and door,2,4,2,4
277,CEG202461,cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,eat food,1,5,1,5
278,CEG202462,cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,utensil to cook food,1,5,1,5
279,CEG202463,cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,serve food,1,5,1,5
280,CEG202464,cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,tool to eat difficult foods such as lobster or steak,1,5,1,5
281,CEG202465,cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,fork,play musical instruments such as the violin or,4,2,4,2
282,CEG202466,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Eating soup,2,3,2,3
283,CEG202467,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Holding up a table,3,3,3,3
284,CEG202468,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Using as a hairbrush,2,4,2,4
285,CEG202469,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Wearing as a necklace,3,2,3,2
286,CEG202470,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Building a fort,3,2,3,2
287,CEG202471,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Pretending to be a telephone,3,4,3,4
288,CEG202472,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Using as chopsticks,2,4,2,4
289,CEG202473,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Making music with it,3,4,3,4
290,CEG202474,cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,fork,Digging in the sand,2,3,2,3
291,CEG202475,cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,hairpin,2,4,2,4
292,CEG202476,cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,eat soup,2,3,2,3
293,CEG202477,cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,back scratcher,2,5,2,5
294,CEG202478,cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,pick up food that has fallen on floor,1,5,1,5
295,CEG202479,cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV,fork,play the piano,3,3,3,3
297,CEG202480,cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,Use a fork to eat soup,2,3,2,3
298,CEG202481,cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,Stick a fork in a piece of fruit to eat it,1,5,1,5
299,CEG202482,cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,Use a fork as a spoon when eating cereal or yogurt,1,5,1,5
300,CEG202483,cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,Hold a fork like chopsticks to eat rice or noodles,2,4,2,4
301,CEG202484,cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,Stick a fork in your hair to hold it back while you're cooking,2,4,2,4
302,CEG202485,cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3,fork,Use a fork,1,5,1,5
303,CEG202486,cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,Use a fork to comb your hair,2,4,2,4
304,CEG202487,cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,Use a fork to apply makeup,3,2,3,2
305,CEG202488,cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,Use a fork as a toothpick,2,4,2,4
306,CEG202489,cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,Stick a fork in an electrical outlet to see if it's still working,3,3,3,3
307,CEG202490,cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj,fork,Hold a fork by the tines and use the handle as a drumstick,3,4,3,4
309,CEG202491,cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,Use a fork to fluff up your hair for a quick and easy hairstyle,2,4,2,4
310,CEG202492,cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,Stick a fork in an electrical outlet to see if it's still working,3,3,3,3
311,CEG202493,cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,Use a fork as a bookmark in your favorite book,2,5,2,5
312,CEG202494,cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,Straighten out a bent fork with another fork,2,4,2,4
313,CEG202495,cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H,fork,Curl your lashes with a cleanfork tine for,3,3,3,3
314,CEG202496,cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,back scratcher,2,5,2,5
315,CEG202497,cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,toothpick,2,4,3,4
316,CEG202498,cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,remove splinters,2,3,2,3
317,CEG202499,cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,apply makeup,3,2,3,2
318,CEG202500,cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,comb your hair,2,4,2,4
319,CEG202501,cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y,fork,open bottles and cans,2,4,2,4
320,CEG202502,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Drive nails into wood,3,2,3,2
321,CEG202503,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Pick up food from a plate,1,5,1,5
322,CEG202504,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Hold hair in place while braiding,2,4,2,4
323,CEG202505,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Eat soup without making a mess,2,3,2,3
324,CEG202506,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Dig in the dirt,2,3,2,3
325,CEG202507,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Measure ingredients,3,2,3,2
326,CEG202508,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Play the piano,3,3,3,3
327,CEG202509,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Make a snow angel,3,3,3,3
328,CEG202510,cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l,fork,Comb your hair,2,4,2,4
329,CEG202511,cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb,fork,used as impromptu toothpicks. Simply insert the tines of the fork into your teeth and give them a good cleaning,2,4,2,4
330,CEG202512,cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb,fork,If you're ever in a pinch and need to open a bottle of wine use a fork! Stick the fork into the cork and twist it until the cork pops out,2,4,2,4
331,CEG202513,cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb,fork,Use a fork,1,5,1,5
332,CEG202514,cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,eat food,1,5,1,5
333,CEG202515,cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,pick up food that has fallen on the ground,2,5,2,5
334,CEG202516,cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,help cut food into smaller pieces,1,5,1,5
335,CEG202517,cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL,fork,shovel to scoop up food onto your plate,1,5,1,5
337,CEG202518,cmpl-4zrbJ1ywGvexOFDxf6gmBhbuPPecR,can,Tin Can Telephone: This is a classic use for a tin can and one that has been around for generations. All you need are two tin cans some string and something to punch holes in the bottom of the cans (a nail or a sharp object). Once you have your materials simply tie the string between the two cans making sure that the string is tight,2,4,2,4
338,CEG202519,cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,can,could be used as a vase for flowers,3,4,3,4
339,CEG202520,cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,can,a pen holder on a desk,2,5,2,5
340,CEG202521,cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,can,could be used to store loose change,2,5,2,5
341,CEG202522,cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,can,hold toothpicks on a countertop,2,5,2,5
342,CEG202523,cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc,can,might be used as a planter for small plants or,3,4,3,4
343,CEG202524,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,telephone,NA,NA,3,3
344,CEG202525,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,candle holder,2,4,3,5
345,CEG202526,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,pen/pencil holder,2,5,2,5
346,CEG202527,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,vase,NA,NA,3,5
347,CEG202528,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,bird feeder,NA,NA,3,4
348,CEG202529,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,planter,NA,NA,3,5
349,CEG202530,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,wind chime,NA,NA,4,3
350,CEG202531,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,homemade musical instrument,NA,NA,3,4
351,CEG202532,cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl,can,storage container,NA,NA,1,5
352,CEG202533,cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,can,vase,NA,NA,3,5
353,CEG202534,cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,can,planter,NA,NA,3,5
354,CEG202535,cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,can,hold pens and pencils,2,5,2,5
355,CEG202536,cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,can,coin bank,NA,NA,2,5
356,CEG202537,cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a,can,candle holder,2,4,3,5
358,CEG202538,cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,can,vase for flowers,NA,NA,3,5
359,CEG202539,cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,can,It can be used as a candle holder,2,4,2,4
360,CEG202540,cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,can,store small items such as buttons beads and other craft supplies,2,5,2,5
361,CEG202541,cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,can,It makes a great piggy bank!,2,4,2,4
362,CEG202542,cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8,can,planter for small plants,3,4,3,4
363,CEG202543,cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,can,be used as a small planter for succulents or cacti,3,4,3,4
364,CEG202544,cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,can,be used as a pencil holder on a desk,2,5,2,5
365,CEG202545,cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,can,cut in half and used as salt and pepper shakers,2,4,2,4
366,CEG202546,cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An,can,be used to hold paperclips or other small office supplies,2,5,2,5
368,CEG202547,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,telephone,NA,NA,3,3
369,CEG202548,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,lantern,NA,NA,3,4
370,CEG202549,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,plant pot,NA,NA,3,5
371,CEG202550,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,vase,NA,NA,3,5
372,CEG202551,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,bird feeder,NA,NA,3,4
373,CEG202552,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,An ashtray,2,5,2,5
372,CEG202550,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,stationery holder,NA,NA,2,5
373,CEG202550,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,pen holder,NA,NA,2,5
374,CEG202553,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,pencil holder,2,5,2,5
375,CEG202554,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,paintbrush holder,NA,NA,3,5
376,CEG202555,cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW,can,coin bank,NA,NA,2,5
377,CEG202556,cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,can,small planter for succulents or cacti,3,4,3,5
378,CEG202557,cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,can,pencil holder by painting it and adding some fun embellishments,2,5,2,5
379,CEG202558,cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,can,Use a tin can to make your own mini pinata filled with candy or other treats,NA,NA,4,3
380,CEG202559,cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,can,Cut out stars from paper and glue them onto,2,4,2,4
381,CEG202560,cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,can,could be used as a vase for flowers,3,4,3,4
382,CEG202561,cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,can,a candle holder,2,4,2,4
383,CEG202562,cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,can,hold pencils or pens on a desk,2,5,2,5
384,CEG202563,cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,can,hold makeup brushes on a vanity,2,5,2,5
385,CEG202564,cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,can,store coins or other small items,2,5,1,5
387,CEG202565,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,can,be used as a coin bank,2,5,2,5
388,CEG202566,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,can,be used to store pencils and pens,2,5,2,5
389,CEG202567,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,can,be used as a vase for flowers,3,4,3,4
390,CEG202568,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,can,be used as a container for homemade candles,2,4,2,4
391,CEG202569,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,can,be used as a planter for small plants or herbs,3,4,3,4
393,CEG202570,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,can,Make a tin can telephone,2,4,2,4
394,CEG202571,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,can,Use it as a coin bank,2,5,2,5
395,CEG202572,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,can,Turn it into a vase or planter,3,4,3,4
396,CEG202573,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,can,Make a lantern out of it,3,4,3,4
397,CEG202574,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,can,Use it as part of a homemade wind chime or mobile,3,3,3,3
398,CEG202575,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,can,Decorate it and use it as a gift box or jewelry holder,2,4,2,4
399,CEG202576,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,can,Fill,NA,NA,1,5
400,CEG202577,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,can,vase for flowers,NA,NA,3,5
401,CEG202578,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,can,hold pens and pencils,2,5,2,5
402,CEG202579,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,can,coin bank,NA,NA,2,5
403,CEG202580,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,can,make a wind chime,3,3,3,3
404,CEG202581,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,can,make a candle holder,2,4,2,4
406,CEG202582,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,telephone,NA,NA,3,3
407,CEG202583,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,candle holder,2,4,3,5
408,CEG202584,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,plant pot,NA,NA,3,5
409,CEG202585,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,pencil holder,2,5,2,5
410,CEG202586,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,coin bank,NA,NA,2,5
411,CEG202587,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,picture frame,4,3,4,2
412,CEG202588,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,vase,NA,NA,3,5
413,CEG202589,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,Travel mug,NA,NA,3,4
414,CEG202590,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,can,dog bowl,NA,NA,2,5
415,CEG202591,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,can,Make a candle holder by punching holes in the top and bottom of the can,2,4,2,4
416,CEG202592,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,can,Turn it into a vase or planter,3,4,3,4
417,CEG202593,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,can,Use it as a pencil holder on your desk,2,5,2,5
418,CEG202594,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,can,Fill it with candy or other small treats and give it as a gift,3,4,3,4
419,CEG202595,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,can,Decorate it and use it as part of a centerpiece or table,3,4,3,4
420,CEG202596,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,telephone,NA,NA,3,3
421,CEG202597,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,lantern,NA,NA,3,4
422,CEG202598,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,stove,NA,NA,2,3
423,CEG202599,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,wind chime,NA,NA,4,3
424,CEG202600,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,piñata,NA,NA,4,3
424,CEG202601,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,pinata,NA,NA,4,3
425,CEG202602,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,planter,NA,NA,3,5
426,CEG202603,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,bird feeder,NA,NA,3,4
427,CEG202604,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,candle holder,2,4,3,5
823,CEG202605,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,android,NA,NA,3,2
428,CEG202605,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,can,robot,NA,NA,3,2
429,CEG202606,cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,can,Make a wind chime out of tin cans and metal spoons,3,3,3,3
430,CEG202607,cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,can,Cut the top off a tin can and use it as a planter for small succulents or cacti,3,4,3,4
431,CEG202608,cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,can,cute piggy bank by painting it pink and adding eyes nostrils and a coin slot in the top,2,4,2,4
432,CEG202609,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,can,Plant a herb garden in tin cans,3,4,3,4
433,CEG202610,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,can,Make a wind chime out of tin cans and beads,3,3,3,3
434,CEG202611,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,can,Use tin cans as candle holders for an outdoor party,2,4,2,4
435,CEG202612,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,can,Create a mini Zen garden in a tin can,4,3,4,3
436,CEG202613,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,can,Make a robot out of recycled materials including tin cans,4,2,4,2
437,CEG202614,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,can,night light,NA,NA,3,3
438,CEG202615,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,can,be used as a vase for flowers,3,4,3,4
439,CEG202616,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,can,be used to hold pens and pencils,2,5,2,5
440,CEG202617,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,can,be used as a container for plants,3,4,3,4
441,CEG202618,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,can,be used to store spices in the kitchen,2,5,2,5
442,CEG202619,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,can,be used to organize makeup brushes on a vanity table.,2,5,2,5
443,CEG202620,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,can,could be used as a vase for flowers,3,4,3,4
444,CEG202621,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,can,a pencil holder on a desk,2,5,2,5
445,CEG202622,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,can,could be used to hold makeup brushes on a dressing table,2,5,2,5
446,CEG202623,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,can,hold pens and markers in an art studio,3,4,3,4
447,CEG202624,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,can,could be used as a cookie jar,2,5,2,5
448,CEG202625,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,can,could be used as a planter for small plants or herbs,3,4,3,4
449,CEG202626,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,can,It could also be used as a candle holder,NA,NA,3,5
449,CEG202627,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,can,It could also be used as a candle holder,NA,NA,3,5
450,CEG202628,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,can,For those who love baking a tin can be turned into a mini-loaf pan perfect for individual servings,4,3,4,3
452,CEG202629,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,can,be used as a makeshift candle,2,4,2,4
453,CEG202630,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,can,be used to store small items like paper clips or jewelry,2,5,2,5
