research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01,originality_rater02,utility_rater02
NAT202401,8626,2827,brick,muziek mee maken,make music,make music,3,3,,
NAT202401,8627,2827,brick,iemand wakker maken met het geluid ervan,wake sound,alarm sound,2,5,,
NAT202401,8703,2828,brick,Een zonneklok van maken,Make solar clock,solar clock,3,3,,
NAT202401,8705,2828,brick,Je kan erop drummen,play drums,play drums,2,3,,
NAT202401,8759,2830,brick,presse-papier,paperweight,paperweight,1,5,,
NAT202401,8817,2831,brick,als de steen heel groot is kan je hem uithakken en erin gaan wonen,stone large cut live,live in it,1.4,1,,
NAT202401,8825,2831,brick,gebruiken als nep cadeau,fake gift,fake gift,3,3,,
NAT202401,8829,2831,brick,je kan  het gebruiken als statief,tripod,tripod,2,3,,
NAT202401,8957,2833,brick,iemand mee slaan ,hit,hit,1,5,,
NAT202401,8958,2833,brick,als afleiding gebruiken ,distraction,distraction,2,5,,
NAT202401,9086,2837,brick,muziekinstrument,musical instrument,musical instrument,3,3,,
NAT202401,9094,2837,brick,drumstok,drumstick,drumstick,3,2,,
NAT202401,9095,2837,brick,pan,pan,pan,1,1,,
NAT202401,9096,2837,brick,cadeau,gift,gift,2,3,,
NAT202401,9097,2837,brick,zonwering,sun protection,sun protection,2,2,,
NAT202401,9283,2841,brick,schuur,barn,barn,1,2,,
NAT202401,9373,2842,brick,Als ondergrond van iets wat buiten staat,substrate outside,substrate,2,3,,
NAT202401,9448,2844,brick,weer ruilen,exchange,exchange,1,5,,
NAT202401,9450,2844,brick,verkopen,sell,sell,1,5,,
NAT202401,9451,2844,brick,kopen,buy,buy,1,5,,
NAT202401,16034,2845,brick,vrachtwagen,lorry,lorry,1,2,,
NAT202401,9518,2845,brick,vrachtwagen,truck,truck,1,2,,
NAT202401,9660,2847,brick,stevig,firm,firm,1,0,,
NAT202401,9858,2852,brick,Iets anders bouwen,Build different,build,1,5,,
NAT202401,9927,2854,brick,iets op zijn plek houden,hold place,hold in place,1,5,,
NAT202401,10005,2856,brick,papier tegen houden van wegwaaien,keep paper blowing away,paperweight,1,5,,
NAT202401,10009,2856,brick,kust maken,make coast,make coast,1,4,,
NAT202401,10073,2857,brick,meenemen maar een berg en achterlaten als herinnering ,take mountain leave memory,memory of a mountain,3,2,,
NAT202401,10075,2857,brick,de baksteen aan iets vast maken waarvan je wilt dat het niet elke keer verplaatst wordt,Attach want moved every time,hold in place,1,5,,
NAT202401,10132,2858,brick,Treinstation maken,Create train station,train station,1,2,,
NAT202401,10173,2862,brick,iemand slaan,hit,hit,1,5,,
NAT202401,10240,2863,brick,paperweight,paperweight,paperweight,1,5,,
NAT202401,10348,2867,brick,Je kan het gebruiken om een kerk te bouwen,build church,build church,1,5,,
NAT202401,10353,2867,brick,Een glijbaan van maken,Make slide,slide,2,2,,
NAT202401,16035,2867,brick,kofferbak,trunk,trunk,1,2,,
NAT202401,10355,2867,brick,Je kan er een kist van maken,make chest,chest,1,2,,
NAT202401,10436,2869,brick,iemand slaan,hit,hit,1,5,,
NAT202401,10506,2870,brick,als je het inpakt kan het door als fopcadeau,wrap  used joke gift,fake gift,3,3,,
NAT202401,10562,2871,brick,neptelefoon,fake phone,fake phone,3,3,,
NAT202401,10566,2871,brick,om iemand mee te slaan,hit,hit,1,5,,
NAT202401,10641,2874,brick,je kunt het meedragen als attrubuut,carry attribute,carry,1,5,,
NAT202401,10645,2874,brick,je kan het gebruiken als muziekinstrument,musical instrument,musical instrument,3,3,,
NAT202401,10803,2876,brick,prank kadootje,prank gift,fake gift,3,3,,
NAT202401,16036,2877,brick,heg,hedgerow,hedgerow,1,2,,
NAT202401,10875,2877,brick,heg,hedge,hedge,1,2,,
NAT202401,10876,2877,brick,schuur,barn,barn,1,2,,
NAT202401,10969,2879,brick,presse papier,paperweight,paperweight,1,5,,
NAT202401,11031,2880,brick,balonnen mee kapotmaken,break balloons,burst balloon,3,3,,
NAT202401,11102,2881,brick,papieren op hun plaats houden,keep papers place,paper weight,1,5,,
NAT202401,11197,2882,brick,als podium,stage,stage,1,3,,
NAT202401,11295,2883,brick,papier gewicht,paper weight,paper weight,1,5,,
NAT202401,11423,2885,brick,stapel,pile,pile,1,5,,
NAT202401,11431,2885,brick,tempel,Temple,temple,1,2,,
NAT202401,11486,2886,brick,op een papiertje leggen zodat die niet wegwaait,Place piece paper blow away,paper weight,1,5,,
NAT202401,11720,2904,brick,verf ze en maak er fake boeken van ter decoratie,paint make fake books decoration,fake book decoration,2,3,,
NAT202401,11851,2907,brick,aan iets lijmen als handvat,glue handle,handle,2,3,,
NAT202401,11947,2910,brick,verzamelen,collect,collect,1,5,,
NAT202401,11950,2910,brick,wegwijzer ,signpost,signpost,1,4,,
NAT202401,12013,2911,brick,iemand slaan ,hit,hit,1,5,,
NAT202401,12024,2911,brick,muziek maken door tegen elkaar aan te botsen,making music bumping,make music,3,3,,
NAT202401,12033,2911,brick,als plank gebruiken in je huis,shelf home,shelf,1,4,,
NAT202401,12152,2912,brick,verkruimelen,crumble,crumble,1,3,,
NAT202401,12229,2913,brick,podium maken,make stage,stage,1,3,,
NAT202401,12239,2913,brick,surprise van maken,make surprise,surprise,2,3,,
NAT202401,12310,2914,brick,use as a paperweight ,paperweight,paper weight,1,5,,
NAT202401,12438,2917,brick,Klein podium voor insecten die een concert houden,Small stage insects holding concert,stage for insect concert,4,4,,
NAT202401,12439,2917,brick,Aan je hoofd vastbinden en doen alsof je een VR-headset draagt (zijn toch ongeveer even zwaar),Strapping head pretending wear VR headset,vr headset,3,2,,
NAT202401,12445,2917,brick,In een tas stoppen om een drug dealer te overtuigen dat er meer geld in zit dan waar is,Putting bag convince drug dealer money real,fake money,3,3,,
NAT202401,12448,2917,brick,Gebruiken als neptelefoon in een sketch over jaren-80 mobieltjes,fake phone skit 80s cell phones,fake phone,3,3,,
NAT202401,16037,2917,brick,stok,pole,pole,2,2,,
NAT202401,16038,2917,brick,stok,cane,cane,2,2,,
NAT202401,12450,2917,brick,Gebruiken ipv een stok als je met je hond speelt en geen zin hebt om te vaak opnieuw te gooien ,instead stick play dog feel throwing often,stick,2,2,,
NAT202401,12718,2920,brick,symbolische uiting voor steun,symbolic expression support,metaphor for support,2,5,,
NAT202401,12719,2920,brick,uiting van kracht,expression strength,metaphor for strength,2,5,,
NAT202401,12845,2923,brick,muziek maken,make music,make music,3,3,,
NAT202401,12988,2927,brick,10 minuten naar een baksteen staren,Staring 10 minutes,stare,1,5,,
NAT202401,13087,2931,brick,kerk ,church,church,1,2,,
NAT202401,13201,2932,brick,ook spreekwoordelijk gebruikt ,used proverbially,metaphor,2,5,,
NAT202401,13261,2933,brick,school,school,school,1,2,,
NAT202401,13383,2935,brick,Stenen tegen elkaar slaan,Hitting stones together,hit together,1,5,,
NAT202401,13385,2935,brick,Uitdelen aan minderbedeelden ,Distribute less fortunate,gift,2,3,,
NAT202401,13386,2935,brick,Doneren,donate,donate,1,3,,
NAT202401,13387,2935,brick,Ruilen,Exchange,exchange,1,5,,
NAT202401,13388,2935,brick,Kopen van bakstenen,Buying,buy,1,5,,
NAT202401,13392,2935,brick,Iets of iemand mee slaan,hit,hit,1,5,,
NAT202401,13483,2937,brick,iemand slaan,hit,hit,1,5,,
NAT202401,13634,2939,brick,als muziekinstrument,musical instrument,musical instrument,3,3,,
NAT202401,13793,2941,brick,slaan,beat,beat,1,5,,
NAT202401,13796,2941,brick,vervormen als beeld,distort image,distort,2,1,,
NAT202401,14202,2947,brick,jagen (als jagers en verzamelaars),hunting,hunt,1.4,4,,
NAT202401,14262,2949,brick,vervormen,distort,distort,2,1,,
NAT202401,14267,2949,brick,in een cirkel leggen,place circle,arrange in circle,1,5,,
NAT202401,14413,2951,brick,als gewicht (presse papier),weight,paper weight,1,5,,
NAT202401,14429,2951,brick,verkopen,sell,sell,1,5,,
NAT202401,14486,2952,brick,muziek maken,make music,make music,3,3,,
NAT202401,14557,2955,brick,Als huisdier gebruiken,pet,personify as pet,3,5,,
NAT202401,14564,2955,brick,ermee bellen,call,fake phone,3,3,,
NAT202401,14565,2955,brick,Muziek mee maken,Make music,make music,3,3,,
NAT202401,14567,2955,brick,gebruiken als presse papier,paperweight,paper weight,1,5,,
NAT202401,14570,2955,brick,Doen alsof het een baby is ,Pretend s baby,personify as baby,3,5,,
NAT202401,14572,2955,brick,gebruiken als knuppel,bat,bat,2,3,,
NAT202401,14646,2956,brick,iemand mee slaan,hit,hit,1,5,,
NAT202401,14648,2956,brick,gebruiken als telefoon,telephone,telephone,1.4,0,,
NAT202401,14649,2956,brick,gebruiken als huisdier,pet,personify as pet,3,5,,
NAT202401,14650,2956,brick,gebruiken als baby,baby,personify as baby,3,5,,
NAT202401,14653,2956,brick,gebruiken als microfoon,microphone,microphone,3,0,,
NAT202401,14655,2956,brick,opstapelen,pile,pile,1,5,,
NAT202401,14660,2956,brick,gebruiken als stokje bij estafette,baton relay,relay baton,3,2,,
NAT202401,14870,2960,brick,muziek mee maken,make music,make music,3,3,,
NAT202401,15290,2970,brick,wekker,alarm clock,alarm clock,3,3,,
NAT202401,15377,2972,brick,Als prankcadeau,prank gift,fake gift,3,3,,
NAT202401,119,2658,brick,Boekensteun,Bookend,bookend,1,5,,
NAT202401,120,2658,brick,Deurstopper,Door stopper,door stopper,1,5,,
NAT202401,181,2660,brick,obstakel (mensen struikelen erover),obstacle,obstacle,1,4,,
NAT202401,185,2660,brick,bieropener (als je er tegenaan slaat),beer opener,beer opener,3,5,,
NAT202401,243,2661,brick,deur mee tegenhouden,stop door,stop door,1,5,,
NAT202401,330,2664,brick,Deurstopper,Door stopper,door stopper,1,5,,
NAT202401,336,2664,brick,Gebruiken om een muizenhol te blokkeren,block mouse hole,block mouse hole,2,4,,
NAT202401,16039,2667,brick,hek,gate,gate,1,2,,
NAT202401,400,2667,brick,hek,fence,fence,1,2,,
NAT202401,579,2672,brick,deur open houden,keep door open,keep door open,1,5,,
NAT202401,582,2672,brick,als blokkade voor muizen in je huis,blockade mice house,block mouse hole,2,4,,
NAT202401,584,2672,brick,als je je schermtijd wil beperken op je mobiel leg je je baksteen erop zodat je je mobiel kwijt bent,want limit screen time mobile  put lose mobile,hide mobile,2,5,,
NAT202401,587,2672,brick,territoriumafbakening,territory demarcation,territory demarcation,1,5,,
NAT202401,659,2673,brick,knuffelen,cuddle,cuddle,1.4,5,,
NAT202401,664,2673,brick,op slapen,sleeping,sleeping,1.4,5,,
NAT202401,665,2673,brick,jezelf beschermen,protect,protection,1,3,,
NAT202401,758,2674,brick,Obstakel om overheen te springen,Obstacle jump,obstacle jump,1.7,4,,
NAT202401,762,2674,brick,Kooi verrijking van je hamster,Cage enrichment hamster,cage enrichment,3,3,,
NAT202401,763,2674,brick,Om een deur mee open te houden,keep door open,keep door open,1,5,,
NAT202401,1075,2677,brick,mieren omringen en vastzetten,surround trap ants,trap/block ants,2,4,,
NAT202401,1145,2679,brick,bij de dear zetten zodat de deur niet dicht valt,Place near dear door close,door stopper,1,5,,
NAT202401,1218,2680,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,1228,2680,brick,onderdeel schuilplaats egeltje,part hedgehog shelter,shelter for hedgehog,3,2,,
NAT202401,1638,2689,brick,beplakken met tape,cover tape,cover with tape,2,5,,
NAT202401,1843,2692,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,1889,2693,brick,bescherming,protection,protection,1,3,,
NAT202401,1902,2693,brick,tegen een deur aanzetten om hem dicht te houden,leaning door keep closed,door stopper,1,5,,
NAT202401,1975,2694,brick,mousepad,mouse pad,mouse pad,3,3,,
NAT202401,2045,2695,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,2051,2695,brick,iets tegen houden,stop,stop,1,3,,
NAT202401,2179,2697,brick,deur openhouden,keep door open,keep door open,1,5,,
NAT202401,2309,2699,brick,zakdoekje leggen met een baksteen,laying handkerchief,laying handkerchief,2,2,,
NAT202401,2314,2699,brick,tussen de deur zodat ie open blijft,door stays open,door stopper,1,5,,
NAT202401,2322,2699,brick,schuilplaats voor reptielen,shelter reptiles,shelter reptiles,2.5,2,,
NAT202401,2490,2701,brick,boekensteun,bookend,bookend,1,5,,
NAT202401,2491,2701,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,2560,2702,brick,onkruid bedekken,cover weeds,cover weeds,2,3,,
NAT202401,2562,2702,brick,kastdeur dichthouden,keep cupboard door closed,door stopper,1,5,,
NAT202401,2565,2702,brick,kluis openmaken,open safe,open safe,2,3,,
NAT202401,2636,2703,brick,iemand laten struikelen,cause stumble,obstacle to trip over,1,4,,
NAT202401,2644,2703,brick,bij iemands voordeur leggen,place s front door,door stopper,1,5,,
NAT202401,16040,2703,brick,hoofdbedekking,head covering,head covering,2,1,,
NAT202401,2650,2703,brick,als hoed gebruiken,hat,hat,2,1,,
NAT202401,2753,2704,brick,boekensteun,bookend,bookend,1,5,,
NAT202401,2757,2704,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,2857,2707,brick,een deurstopper,door stopper,door stopper,1,5,,
NAT202401,2858,2707,brick,een boekensteun ,bookend,bookend,1,5,,
NAT202401,2920,2708,brick,deurstop,doorstop,door stop,1,5,,
NAT202401,2995,2709,brick,in je tuin voor een hek leggen zodat je huisdieren niet ontsnappen,place front fence garden pets escape,"block pets, fence boundary",1,4,,
NAT202401,3003,2709,brick,hok bouwen voor je huisdier,build cage pet,build pet cage,1,2,,
NAT202401,3085,2712,brick,to kloppen,knock,knock,1,3,,
NAT202401,3090,2712,brick,om iets te verbergen,hide,hide,2,4,,
NAT202401,3174,2713,brick,als deurstop gebruiken,door stop,door stopper,1,5,,
NAT202401,3240,2714,brick,deuropenen,open doors,open doors,1,3,,
NAT202401,3241,2714,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,3251,2714,brick,hek mee te maken,make fence,make fence,1,2,,
NAT202401,3444,2717,brick,carve it into a birdhouse,carve birdhouse,birdhouse,2,3,,
NAT202401,3504,2718,brick,als mondkapje gebruiken,face mask,face mask,3,1,,
NAT202401,3510,2718,brick,het knuffelen,cuddling,cuddling,3,4,,
NAT202401,3514,2718,brick,een bunker bouwen,build bunker,build bunker,1,3,,
NAT202401,3584,2719,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,3585,2719,brick,om iets tegen te houden ,stop,stop,1,3,,
NAT202401,3594,2719,brick,boekensteun,bookend,bookend,1,5,,
NAT202401,3822,2724,brick,als deurstopper gebruiken,door stop,doorstop,1,5,,
NAT202401,3865,2725,brick,om uzelf te beschermen,protect,protection,1,3,,
NAT202401,3868,2725,brick,gebruik het als kussen,pillow,pillow,2,3,,
NAT202401,3874,2725,brick,bouw een vogelbad,build birdbath,build birdbath,1,2,,
NAT202401,16041,2725,brick,hardback,hardback,hardback,1,2,,
NAT202401,16042,2725,brick,paperback,paperback,paperback,1,2,,
NAT202401,16043,2725,brick,roman,novel,novel,1,2,,
NAT202401,3875,2725,brick,maak stenen boeken,make stone books,book,1,2,,
NAT202401,4057,2729,brick,bunker bouwen,build bunker,build bunker,1,3,,
NAT202401,4178,2731,brick,afscheiden maken,make separation,"separation, boundary",1,4,,
NAT202401,4183,2731,brick,omheining maken,make fence,make fence,1,2,,
NAT202401,4240,2735,brick,Als gewicht voor je deur,weight door,door stopper,1,5,,
NAT202401,4318,2739,brick,obstakel,obstacle,obstacle,1,4,,
NAT202401,4327,2739,brick,om mee aan te kloppen ,knock door,knock door,1,3,,
NAT202401,4388,2740,brick,als boekensteun ,bookend,bookend,1,5,,
NAT202401,4488,2742,brick,deur openhouden,keep door open,door stopper,1,5,,
NAT202401,4567,2745,brick,boekensteun,bookend,bookend,1,5,,
NAT202401,4620,2746,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,4633,2746,brick,parkour maken voor je hamster,make parkour hamster,make parkour for hamster,3,3,,
NAT202401,4719,2747,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,4786,2748,brick,als kussen gebruiken,pillow,pillow,2,3,,
NAT202401,4849,2749,brick,het op een plek zetten zodat iemand struikelt of zijn teen stoot,putting place might trip stub toe,obstacle to trip over,1,4,,
NAT202401,4852,2749,brick,er een deur mee openhouden,holding door open,door stopper,1,5,,
NAT202401,4928,2750,brick,weg obstakel,road obstacle,road obstacle,1,4,,
NAT202401,4932,2750,brick,unike hoofddeksel,unique headgear,headgear,2,2,,
NAT202401,5001,2751,brick,grens,border,border,1,3,,
NAT202401,5015,2751,brick,doolhof,maze,maze,2,3,,
NAT202401,5058,2753,brick,een mooie beschilderde deurstop maken ,make beautiful painted door stop,door stopper,1,5,,
NAT202401,5111,2754,brick,voor een deur leggen zodat de deur niet dichtgaat,Place front door door close,door stopper,1,5,,
NAT202401,5263,2758,brick,speelgoed voor een grot dier,toy cave animal,animal cave,2,2,,
NAT202401,5271,2758,brick,knuffel ,Hug,hug,1.4,5,,
NAT202401,5390,2760,brick,hobbel,bump,obstacle,1,4,,
NAT202401,5539,2762,brick,"om mieren, wormen of andere beestjes onder te verzamelen als je het optilt ",collect ants  worms critters underneath lift,shelter for insects,2,3,,
NAT202401,5545,2762,brick,om een gat mee te dichten ,close gap,close gap,1,4,,
NAT202401,5636,2764,brick,om een gat in je dak mee te dichten,close hole roof,close hole roof,1,4,,
NAT202401,5639,2764,brick,om een blik mee te openen als je geen blikopener hebt,open opener,can opener,3,2,,
NAT202401,5780,2767,brick,scheiding tussen huizen,separation houses,"separation, boundary wall",1,4,,
NAT202401,6024,2774,brick,knuffel in bed,cuddle bed,cuddle,1.4,5,,
NAT202401,6027,2774,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,6031,2774,brick,als muispad,mouse pad,mouse pad,3,3,,
NAT202401,6035,2774,brick,oorwarmers,ear muffs,ear muffs,3,2,,
NAT202401,6096,2775,brick,Deurstop,Door stop,door stop,1,5,,
NAT202401,6202,2778,brick,vliegenvanger,flycatcher,flycatcher,3,1,,
NAT202401,6328,2780,brick,schutting maken,make fence,make fence,1,2,,
NAT202401,6331,2780,brick,omheining maken,make fence,make fence,1,2,,
NAT202401,6406,2781,brick,mee tegen de deur kloppen om opengedaan te worden,knock door opened,door knock,1,3,,
NAT202401,6410,2781,brick,de deur mee barricaderen,barricading door,barricading door,1,5,,
NAT202401,6412,2781,brick,een demarcatielijn mee aangeven,indicate demarcation line,demarcation,1,5,,
NAT202401,6420,2781,brick,een scheidingsmuur tussen 2 tuinen aanleggen,build dividing wall 2 gardens,"divider, separation wall",1,4,,
NAT202401,16044,2785,brick,grot,den,den,1.7,1,,
NAT202401,16045,2785,brick,grot,grotto,grotto,1.7,1,,
NAT202401,16046,2785,brick,grot,cavern,cavern,1.7,1,,
NAT202401,6577,2785,brick,grot,cave,cave,1.7,1,,
NAT202401,6584,2785,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,6587,2785,brick,hek,fence,fence,1,2,,
NAT202401,6721,2787,brick,Als deurstopper,door stopper,door stopper,1,5,,
NAT202401,6729,2787,brick,Als bescherming tegen indringers,protection intruders,protection,1,3,,
NAT202401,6846,2789,brick,als boekensteun,bookend,bookend,1,5,,
NAT202401,7069,2793,brick,hoed,hat,hat,2,1,,
NAT202401,7075,2793,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,7159,2794,brick,boekenhouden,bookkeeping,bookkeeping,2,4,,
NAT202401,7171,2794,brick,stijltang,hair straightener,hair straightener,3,2,,
NAT202401,7243,2795,brick,als kussen gebruiken,pillow,pillow,2,3,,
NAT202401,7249,2795,brick,knuffelen,cuddle,cuddle,1.4,5,,
NAT202401,7250,2795,brick,verstoppen in je kleding,hide clothes,hide clothes,2,2,,
NAT202401,7328,2796,brick,Verstoppen en een vriend laten zoeken,Hide let friend find,hide game,2,3,,
NAT202401,7367,2797,brick,maak je haar recht,straighten hair,straighten hair,3,2,,
NAT202401,7427,2800,brick,in de kast als boekstopper,cupboard book stopper,book stopper,1,5,,
NAT202401,7428,2800,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,7501,2802,brick,Om een gaatje in de grond dicht te maken ,close hole ground,close hole,1,4,,
NAT202401,7547,2805,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,7622,2808,brick,bouw een val,build trap,build trap,1,3,,
NAT202401,7723,2813,brick,als obstakel in een trainingscourse,obstacle training course,obstacle training course,1.5,4,,
NAT202401,7727,2813,brick,flessenopener,bottle opener,bottle opener,3,5,,
NAT202401,7728,2813,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,7814,2814,brick,Als hoed gebruiken,hat,hat,2,1,,
NAT202401,7818,2814,brick,Gebruiken als boekstopper,book stopper,book stopper,1,5,,
NAT202401,8008,2817,brick,gat afdekken,cover hole,cover hole,1,4,,
NAT202401,8010,2817,brick,deur dicht houden,keep door closed,door stopper,1,5,,
NAT202401,8055,2818,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,8061,2818,brick,boekensteun,bookend,bookend,1,5,,
NAT202401,8120,2819,brick,bed ,bed,bed,1,3,,
NAT202401,8308,2822,brick,bed mee maken,make bed,make bed,2,3,,
NAT202401,8370,2823,brick,Bird bath,Bird bath,bird bath,2,2,,
NAT202401,8376,2823,brick,Pillow,Pillow,pillow,2,3,,
NAT202401,8513,2824,brick,de deur dicht- of open houden ,keep door closed open,door stopper,1,5,,
NAT202401,8698,2828,brick,Boekensteun,Bookend,bookend,1,5,,
NAT202401,8823,2831,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,8824,2831,brick,je kan er een gat mee dichten,close gap,close gap,1,4,,
NAT202401,9017,2836,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,9163,2838,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,9278,2841,brick,bed,bed,bed,1,3,,
NAT202401,9285,2841,brick,hoed (?),hat,hat,2,1,,
NAT202401,9513,2845,brick,Helm,Helmet,helmet,2,1,,
NAT202401,9782,2851,brick,poort,gate,gate,1,1,,
NAT202401,9918,2854,brick,als deurstop,door stop,door stop,1,5,,
NAT202401,10068,2857,brick,boekensteun,bookend,bookend,1,5,,
NAT202401,10076,2857,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,10180,2862,brick,een bed bouwen,build bed,build bed,1,3,,
NAT202401,10192,2862,brick,boekenhouders,bookkeepers,bookkeepers,2,4,,
NAT202401,10244,2863,brick,als gewicht met touwtje er aan voor het automatisch dicht laten vallen van een hek,weight string attached automatically close gate,weight to close gate,1,4,,
NAT202401,10306,2864,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,10356,2867,brick,Je kan er mee knuffelen,cuddle,cuddle,1.4,5,,
NAT202401,10360,2867,brick,Je kan een deur maken,make door,make door,1,3,,
NAT202401,10406,2868,brick,te gebruiken als bedframe,used bed frame,bed,1,3,,
NAT202401,10503,2870,brick,als boekensteun,bookend,bookend,1,5,,
NAT202401,10508,2870,brick,je kan er plekken mee afbakenen,demarcate places,demarcation,1,5,,
NAT202401,10563,2871,brick,boekensteun,bookend,bookend,1,5,,
NAT202401,10564,2871,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,10568,2871,brick,boek open houden,keep book open,keep book open,2,5,,
NAT202401,10638,2874,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,10738,2875,brick,Boekensteun,Bookend,bookend,1,5,,
NAT202401,10744,2875,brick,versperring,barrier,barrier,1,3,,
NAT202401,10804,2876,brick,bescherming tegen overstroming,protection flooding,flood protection,1,3,,
NAT202401,10979,2879,brick,een omheining van een bloembak maken met meerdere bakstenen,making fence flower box several,fence,1,2,,
NAT202401,10982,2879,brick,je kan hem met hondenvoer besmeuren en begraven en dan je hond laten zoeken,smear dog food bury let dog look,fetch game for dog,3,3,,
NAT202401,11028,2880,brick,bedstel van maken (dat je er palleds op legt),make bed frame,make bed frame,2,3,,
NAT202401,11030,2880,brick,als deurstopper,door stopper,door stopper,1,5,,
NAT202401,11032,2880,brick,een gat mee dichten,close gap,close gap,1,4,,
NAT202401,11036,2880,brick,een scheidingsmuur mee maken in je woonkamer (als industriÃ«le touch),create dividing wall living room,"divider, separation wall",1,4,,
NAT202401,11109,2881,brick,deur blokkeren,blocking door,blocking door,1,5,,
NAT202401,11192,2882,brick,als placemat,placemat,placemat,2,3,,
NAT202401,11289,2883,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,11365,2884,brick,Iets bedekken/afsluiten,Coverclose,cover/close,1,4,,
NAT202401,11368,2884,brick,Een punt mee aangeven (bv baksteen is paaltje voor doel),Indicate point,demarcation,1,5,,
NAT202401,11372,2884,brick,als kussen gebruiken,pillow,pillow,2,3,,
NAT202401,11492,2886,brick,als deurstop,door stop,door stop,1,5,,
NAT202401,11494,2886,brick,een flesje mee openen,open bottle,open bottle,3,5,,
NAT202401,11608,2901,brick,aangeven waar iets is,indicate,demarcation,1,4,,
NAT202401,11728,2904,brick,gebruik het tussen de deur om de deur open te houden,door keep door open,door stopper,1,5,,
NAT202401,11784,2906,brick,om je hond aan vast te binden dat hij niet wegrent,tie dog run away,weight against dog escape,1.7,3,,
NAT202401,11939,2910,brick,deurstopper ,door stopper,door stopper,1,5,,
NAT202401,12027,2911,brick,een bed bouwen ,build bed,build bed,1,3,,
NAT202401,12028,2911,brick,als kussen gebruiken ,pillow,pillow,2,3,,
NAT202401,12146,2912,brick,deurstop ,doorstop,doorstop,1,5,,
NAT202401,12313,2914,brick,use as a doorstopper ,doorstop,door stopper,1,5,,
NAT202401,12376,2915,brick,baksteen als deurstop ,door stop,door stopper,1,5,,
NAT202401,12378,2915,brick,boekensteun ,bookend,bookend,1,5,,
NAT202401,12433,2917,brick,Deurstop,Door stop,door stop,1,5,,
NAT202401,12437,2917,brick,Boekensteun,Bookend,bookend,1,5,,
NAT202401,12449,2917,brick,Boven je deur hangen zodat 'ie op iemands hoofd valt als ze proberen in te breken,Hang door falls s head try break,hang on door to injure burglar ,1.5,3,,
NAT202401,12516,2918,brick,als boekenhouder,bookkeeper,bookkeeper,2,4,,
NAT202401,12634,2919,brick,deurstop ,doorstop,doorstop,1,5,,
NAT202401,12635,2919,brick,duiven wegjagen ,chase away pigeons,chase away pigeons,2,3,,
NAT202401,12705,2920,brick,muur voor mieren,wall ants,wall for ants,1,4,,
NAT202401,12713,2920,brick,om een deur tegen te houden,stop door,stop door,1,5,,
NAT202401,12714,2920,brick,bed voor muis zonder onderdak,bed mouse without shelter,bed for mouse,3,4,,
NAT202401,12717,2920,brick,schild,shield,shield,2,2,,
NAT202401,12721,2920,brick,struikelblok,stumbling block,obstacle to stumble over,1,4,,
NAT202401,12791,2922,brick,gebruiken als boekensteun,bookend,bookend,1,5,,
NAT202401,12973,2927,brick,deurstopper,door stopper,door stopper,1,5,,
NAT202401,12985,2927,brick,uithollen en als een bed voor een hamster gebruiken ,hollow bed hamster,hollow into a bed for hamster,3,2,,
NAT202401,13039,2928,brick,gat afdekken,cover hole,cover hole,1,4,,
NAT202401,13078,2931,brick,vogelhuis bouwen,build birdhouse,build birdhouse,1,3,,
NAT202401,13079,2931,brick,bunker bouwen,build bunker,build bunker,1,3,,
NAT202401,13083,2931,brick,gewelf bouwen,build vault,build vault,1,2,,
NAT202401,13093,2931,brick,als kussen,pillow,pillow,2,3,,
NAT202401,13186,2932,brick,vorstbescherming,frost protection,frost protection,2,2,,
NAT202401,13321,2934,brick,als deurstop,door stop,door stop,1,5,,
NAT202401,13548,2938,brick,deurstop,doorstop,doorstop,1,5,,
NAT202401,13549,2938,brick,struikelblok,stumbling block,obstacle to stumble over,1,4,,
NAT202401,13552,2938,brick,dieren afschrikken,scare animals,scare animals,2,3,,
NAT202401,13627,2939,brick,deurhouder,door holder,door stopper,1,5,,
