response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
21733,CES201802,1682,can,communicatiemiddel voor jou en je buren door er een touwtje doorheen te weven,communicatiemiddel jou buren touwtje doorheen weven,means of communication to weave string through your neighbors,2,4
20550,CES201802,1522,can,communicatiesysteem met ander blikje en touwtje,communicatiesysteem ander blikje touwtje,communication system another piece of string,2,4
19168,CES201802,1353,can,commmuniceren met 2 blikjes en lintje ertussen,communiceren blikjes lintje ertussen,communicate cans ribbon between them,2,4
19398,CES201802,1387,can,conservatiemiddel,conservatiemiddel,conservation tool,1,5
23395,CES201802,1890,can,conserve,conserven,conserve,1,5
19974,CES201802,1455,can,conserveren,conserveren,conserve,1,5
21831,CES201802,1694,can,conserveren van eten,conserveren eten,conserve food,1,5
19129,CES201802,1348,can,container,container,container,1,5
21414,CES201802,1645,can,container,container,container,1,5
22563,CES201802,1791,can,container,container,container,1,5
22756,CES201802,1814,can,container,container,container,1,5
23485,CES201802,1900,can,container,container,container,1,5
23501,CES201802,1902,can,container voor drinken,container drinken,container drink,1,5
18731,CES201802,1303,can,container voedsel,container voedsel,container food,1,5
19193,CES201802,1357,can,container voor water ,container water,container of water,1,5
19161,CES201802,1352,can,cooker,cooker,cooker,2,4
20998,CES201802,1573,can,coolbox,coolbox,cool box,3,4
21997,CES201802,1720,can,cranberry juice,cranberry juice,cranberry juice,1,5
22001,CES201802,1720,can,cranebrry sauce,cranberry sauce,cranberry sauce,1,5
20069,CES201802,1466,can,Maken van creatieve kinderdecoraties (dieren etc),creatieve kinderdecoraties,creative children's decorations,3,4
20970,CES201802,1571,can,ermee dansen,dansen,dancing,3,3
20973,CES201802,1571,can,decor,decor,decor,3,3
18499,CES201802,1277,can,decoratie,decoratie,decoration,3,3
18748,CES201802,1305,can,decoratie,decoratie,decoration,3,3
18984,CES201802,1333,can,decoratie,decoratie,decoration,3,3
19335,CES201802,1376,can,decoratie,decoratie,decoration,3,3
19504,CES201802,1402,can,decoratie,decoratie,decoration,3,3
19894,CES201802,1445,can,decoratie,decoratie,decoration,3,3
19986.7,CES201802,1451,can, decoratie,decoratie,decoration,3,3
19992,CES201802,1451,can,decoratie,decoratie,decoration,3,3
20182,CES201802,1479,can,decoratie,decoratie,decoration,3,3
20395,CES201802,1504,can,decoratei,decoratie,decoration,3,3
20400,CES201802,1506,can,decoratie,decoratie,decoration,3,3
20555,CES201802,1522,can,decoratie,decoratie,decoration,3,3
20635,CES201802,1532,can,decoratie,decoratie,decoration,3,3
20679,CES201802,1538,can,als decoratie,decoratie,decoration,3,3
21185,CES201802,1616,can,decoratie,decoratie,decoration,3,3
21436,CES201802,1643,can,gebruiken als decoratie,decoratie,decoration,3,3
21451,CES201802,1647,can,decoratie,decoratie,decoration,3,3
21585,CES201802,1664,can,decoratie,decoratie,decoration,3,3
21671,CES201802,1672,can,decoratie,decoratie,decoration,3,3
22740,CES201802,1812,can,decoratie,decoratie,decoration,3,3
22953,CES201802,1839,can,decoratie,decoratie,decoration,3,3
23299,CES201802,1880,can,decoratie,decoratie,decoration,3,3
23401,CES201802,1890,can,decoratie,decoratie,decoration,3,3
21145,CES201802,1610,can,decoratie achter een trouwauto,decoratie achter trouwauto,decoration behind wedding car,2,5
22757,CES201802,1814,can,Decoratie figuurtje,decoratie figuurtje,decoration figure,3,3
19845,CES201802,1442,can,Decoratie in huis,decoratie huis,decoration house,3,3
21146,CES201802,1610,can,decoratie in huis,decoratie huis,decoration house,3,3
21402,CES201802,1641,can,deeg roller,deeg roller,dough roller,3,5
19367,CES201802,1383,can,deegroller,deegroller,rolling pin,3,5
20347,CES201802,1500,can,deegroller,deegroller,rolling pin,3,5
18974,CES201802,1329,can,deegsnijder,deegsnijder,dough cutter,3,5
18522,CES201802,1280,can,deel van rol,deel rol,share role,2,5
21763,CES201802,1685,can,delen,delen,share,2,5
21295,CES201802,1629,can,in delen knippen en er een kunstwerkje van maken,delen knippen kunstwerkje,share cut work of art,3,4
22245,CES201802,1754,can,deuken,deuken,dents,2,5
19514,CES201802,1404,can,deur,deur,door,3,3
18648,CES201802,1295,can,deurstopper,deurstopper,door stopper,3,5
19225,CES201802,1359,can,Deurstop,deurstopper,door stopper,3,5
19565,CES201802,1411,can,deurstop,deurstopper,door stopper,3,5
19634,CES201802,1416,can,deurstopper,deurstopper,door stopper,3,5
19683,CES201802,1420,can,deurstopper,deurstopper,door stopper,3,5
19753,CES201802,1431,can,deurstop,deurstopper,door stopper,3,5
20179,CES201802,1477,can,deurstop,deurstopper,door stopper,3,5
20515,CES201802,1518,can,Deurstop,deurstopper,door stopper,3,5
20546,CES201802,1522,can,deurstopper,deurstopper,door stopper,3,5
20818,CES201802,1558,can,deurstop,deurstopper,door stopper,3,5
22131,CES201802,1738,can,deurstop,deurstopper,door stopper,3,5
22455,CES201802,1778,can,deurstopper,deurstopper,door stopper,3,5
22556,CES201802,1789,can,deurstopper,deurstopper,door stopper,3,5
22731,CES201802,1812,can,deurstop,deurstopper,door stopper,3,5
23318,CES201802,1878,can,deurstopper,deurstopper,door stopper,3,5
21454,CES201802,1647,can,deurstop wanneer gevuld,deurstopper wanneer gevuld,door stop when filled,3,5
20567,CES201802,1525,can,deurzetter,deurzetter,door setter,3,5
20956,CES201802,1572,can,dichtdoen,dichtdoen,close,3,5
18644,CES201802,1295,can,ding om uit te drinken,ding drinken,drink thing,1,5
18650,CES201802,1295,can,ding om om te gooien op de kermis,ding gooien kermis,thing throwing fair,2,5
18881,CES201802,1320,can,Dingen in bewaren,dingen bewaren,save things,1,5
19490,CES201802,1400,can,om dingen in te bewaren,dingen bewaren,save things,1,5
19499,CES201802,1401,can,dingen in bewaren,dingen bewaren,save things,1,5
19818,CES201802,1438,can,dingen in bewaren,dingen bewaren,save things,1,5
20344,CES201802,1500,can,dingen bewaren,dingen bewaren,save things,1,5
20407,CES201802,1506,can,om dingen in te bewaren,dingen bewaren,save things,1,5
22037,CES201802,1725,can,dingen in bewaren,dingen bewaren,save things,1,5
23048,CES201802,1849,can,Dingen in bewaren,dingen bewaren,save things,1,5
19982.1,CES201802,1456,can,dingen onder te zetten,dingen onder zetten,put things under,1,5
21717,CES201802,1681,can,dingen opbergen,dingen opbergen,put things away,1,5
21960,CES201802,1715,can,dingen in opbergen ,dingen opbergen,put things away,1,5
18912,CES201802,1324,can,Dingen in stoppen om te bewaren,dingen stoppen bewaren,put keep things,1,5
22396,CES201802,1771,can,andere dingen in stoppen om weg te gooien,dingen stoppen weg gooien,put throw things away,1,5
19875,CES201802,1444,can,dingen mee vervoeren,dingen vervoeren,transport things,2,5
20396,CES201802,1504,can,diy telefoonspeaker,diy telefoonspeaker,diy phone speaker,3,5
21081,CES201802,1593,can,djf,djf,djf,0,0
19557,CES201802,1409,can,dobber,dobber,float,4,5
22421,CES201802,1774,can,dobber,dobber,float,4,5
23026,CES201802,1846,can,Ik doe de oprdacht verkeerd excuus,doe opdracht verkeerd excuus,do assignment wrong excuse,0,0
18604,CES201802,1292,can,een doellijn,doellijn,goal line,3,3
19010,CES201802,1334,can,doelpaal,doelpaal,goalpost,3,4
20568,CES201802,1525,can,doelpaal,doelpaal,goalpost,3,4
22338,CES201802,1765,can,doelpaal,doelpaal,goalpost,3,4
19287,CES201802,1370,can,doelwit,doelwit,target,2,5
22610,CES201802,1797,can,Als doelwit gebruiken om op te gooien,doelwit gooien,throw target,2,5
22440,CES201802,1776,can,gebruiken als doelwit om op te richten,doelwit richten,aim target,2,5
21297,CES201802,1630,can,kan je als doelwit om op te schieten gebruiken,doelwit schieten,target shooting,2,5
21006,CES201802,1574,can,dogtag achttige ketting,dogtag achtige ketting,dog tag style chain,3,4
22528,CES201802,1786,can,als domina spel,domina spel,domina game,3,3
22529,CES201802,1786,can,dominos spel,domino s spel,dominoes game,3,3
21639,CES201802,1669,can,doorheen kijken (gat erin maken),doorheen kijken,look through,2,4
23377,CES201802,1888,can,doorknippen,doorknippen,cut,2,4
18767,CES201802,1307,can,doosje,doosje,box,2,5
19286,CES201802,1369,can,doosje,doosje,box,2,5
19692,CES201802,1426,can,doosje,doosje,box,2,5
20202,CES201802,1481,can,doosje,doosje,box,2,5
20289,CES201802,1491,can,doosje,doosje,box,2,5
22167,CES201802,1744,can,doosje,doosje,box,2,5
23423,CES201802,1893,can,doosje,doosje,box,2,5
21735,CES201802,1682,can,doosje voor sieraden,doosje sieraden,box of jewelry,2,5
22584,CES201802,1793,can,"die ""dopjes"" verzamelen voor een sierraad",dopjes verzamelen sieraad,collect caps jewelry,2,5
21010.5,CES201802,1576,can, dorst,dorst,thirst,0,0
23023,CES201802,1846,can,dorstig,dorstig,thirsty,0,0
23032,CES201802,1848,can,dorstlesser,dorstlesser,thirst quencher,0,0
20076,CES201802,1466,can,Douchekop,douchekop,shower head,3,5
22371,CES201802,1766,can,dr. pepper,Dr Pepper,Dr.Pepper,1,5
19754,CES201802,1431,can, draadje communicatie middel,draadje communicatie middel,wire communication tool,2,4
21417,CES201802,1645,can,draaien,draaien,turn,2,4
22674,CES201802,1807,can,drank,drank,drink,1,5
23360,CES201802,1887,can,voor drank,drank,drink,1,5
23394,CES201802,1890,can,drank,drank,drink,1,5
23507,CES201802,1903,can,drank,drank,drink,1,5
22194,CES201802,1747,can,om drank in te bewaren,drank bewaren,store drinks,1,5
21824,CES201802,1694,can,drank houder,drank houder,drink holder,1,5
22594,CES201802,1795,can,drank opslag,drank opslag,beverage storage,1,5
23121,CES201802,1859,can,drankenhouder,drankenhouder,drinks holder,1,5
21860,CES201802,1699,can,drankhouder,drankhouder,drink holder,1,5
22710,CES201802,1811,can,Drankhouder,drankhouder,drink holder,1,5
22412,CES201802,1774,can,drink blikje,drink blikje,drink can,1,5
18765.2,CES201802,1307,can, drinkbeker,drinkbeker,drinking cup,2,5
19632,CES201802,1416,can,drinkbeker,drinkbeker,drinking cup,2,5
19913,CES201802,1448,can,drinkbeker,drinkbeker,drinking cup,2,5
20601,CES201802,1528,can,gebruiken als drinkbeter,drinkbeker,drinking cup,2,5
21140,CES201802,1610,can,drinkbeker,drinkbeker,drinking cup,2,5
21644,CES201802,1670,can,drinkbeker,drinkbeker,drinking cup,2,5
22661,CES201802,1805,can,drinkbeker,drinkbeker,drinking cup,2,5
18559,CES201802,1283,can,uit drinken,drinken,drink,1,5
18601,CES201802,1292,can,je kan er uit drinken,drinken,drink,1,5
18628,CES201802,1290,can,drinken,drinken,drink,1,5
18658,CES201802,1294,can,drinken,drinken,drink,1,5
18688,CES201802,1299,can,drinken,drinken,drink,1,5
18749,CES201802,1305,can,drinken,drinken,drink,1,5
18760,CES201802,1307,can,drinken,drinken,drink,1,5
18860,CES201802,1317,can,drinken,drinken,drink,1,5
18916,CES201802,1325,can,drinken,drinken,drink,1,5
18952.3,CES201802,1330,can, uit drinken,drinken,drink,1,5
18954,CES201802,1330,can,uit drinken,drinken,drink,1,5
18958,CES201802,1329,can,drinken,drinken,drink,1,5
19112,CES201802,1345,can,drinken,drinken,drink,1,5
19134,CES201802,1349,can,Drinken,drinken,drink,1,5
19147,CES201802,1351,can,Om uit te drinken,drinken,drink,1,5
19153,CES201802,1352,can,drinken,drinken,drink,1,5
19165,CES201802,1353,can,drinken,drinken,drink,1,5
19192,CES201802,1357,can,drinken ,drinken,drink,1,5
19239,CES201802,1363,can,drinken,drinken,drink,1,5
19245,CES201802,1365,can,Uit drinken,drinken,drink,1,5
19249,CES201802,1364,can,Er uit drinken,drinken,drink,1,5
19300,CES201802,1371,can,drinken,drinken,drink,1,5
19308,CES201802,1372,can,Drinken,drinken,drink,1,5
19382,CES201802,1385,can,drinken,drinken,drink,1,5
19386,CES201802,1385,can,drinken,drinken,drink,1,5
19413,CES201802,1391,can,Uit drinken,drinken,drink,1,5
19444,CES201802,1397,can,uit te drinken,drinken,drink,1,5
19452,CES201802,1399,can,drinken,drinken,drink,1,5
19484,CES201802,1400,can,om uit te drinken ,drinken,drink,1,5
19586,CES201802,1413,can,drinken,drinken,drink,1,5
19686,CES201802,1426,can,drinken,drinken,drink,1,5
19738,CES201802,1429,can,drinken,drinken,drink,1,5
19873,CES201802,1444,can,drinken,drinken,drink,1,5
19893,CES201802,1445,can,drinken,drinken,drink,1,5
19958,CES201802,1453,can,DRINKEN,drinken,drink,1,5
19966,CES201802,1455,can,drinken,drinken,drink,1,5
19979,CES201802,1456,can,drinken,drinken,drink,1,5
20039.1,CES201802,1463,can,drinken,drinken,drink,1,5
20039.1,CES201802,1463,can, onhandi,drinken,drink,1,5
20065,CES201802,1466,can,Drinken,drinken,drink,1,5
20180,CES201802,1479,can,drinken,drinken,drink,1,5
20199,CES201802,1481,can,drinken,drinken,drink,1,5
20245,CES201802,1486,can,drinken,drinken,drink,1,5
20256.2,CES201802,1489,can, uit drinken,drinken,drink,1,5
20283,CES201802,1495,can,drinken,drinken,drink,1,5
20318,CES201802,1498,can,drinken,drinken,drink,1,5
20357,CES201802,1501,can,drinken,drinken,drink,1,5
20379,CES201802,1505,can,drinken,drinken,drink,1,5
20392,CES201802,1504,can,drinken,drinken,drink,1,5
20595,CES201802,1528,can,drinken,drinken,drink,1,5
20685,CES201802,1539,can,om uit te drinken,drinken,drink,1,5
20691,CES201802,1541,can,Drinken,drinken,drink,1,5
20725,CES201802,1543,can,er uit drinken ,drinken,drink,1,5
20761,CES201802,1551,can,drinken,drinken,drink,1,5
20801,CES201802,1555,can,drinken,drinken,drink,1,5
20886,CES201802,1564,can,drinken,drinken,drink,1,5
20945,CES201802,1570,can,er uit drinken,drinken,drink,1,5
20994,CES201802,1573,can,drinken,drinken,drink,1,5
21007.5,CES201802,1575,can, uit drinken,drinken,drink,1,5
21010.1,CES201802,1576,can,drinken,drinken,drink,1,5
21010.1,CES201802,1576,can, reclame,drinken,drink,1,5
21065,CES201802,1592,can,drinken,drinken,drink,1,5
21126,CES201802,1609,can,drinken ,drinken,drink,1,5
21151,CES201802,1613,can,drinken,drinken,drink,1,5
21164,CES201802,1614,can,er uit drinken,drinken,drink,1,5
21172,CES201802,1615,can,je kan er dus uit drinken,drinken,drink,1,5
21215,CES201802,1621,can,drinken,drinken,drink,1,5
21279,CES201802,1628,can,om uit te drinken,drinken,drink,1,5
21298,CES201802,1630,can,iets uit drinken,drinken,drink,1,5
21366,CES201802,1637,can,om uit te drinken,drinken,drink,1,5
21381,CES201802,1640,can,drinken,drinken,drink,1,5
21400,CES201802,1641,can,drinken,drinken,drink,1,5
21422,CES201802,1642,can,om iets uit te drinken,drinken,drink,1,5
21441,CES201802,1646,can,om uit te drinken,drinken,drink,1,5
21477,CES201802,1651,can,drinken,drinken,drink,1,5
21489,CES201802,1650,can,drinken,drinken,drink,1,5
21530,CES201802,1658,can,uit drinken,drinken,drink,1,5
21583,CES201802,1664,can,drinken,drinken,drink,1,5
21590,CES201802,1663,can,drinken,drinken,drink,1,5
21598,CES201802,1666,can,drinken,drinken,drink,1,5
21651,CES201802,1671,can,uit drinken,drinken,drink,1,5
21683,CES201802,1676,can,drinken,drinken,drink,1,5
21716,CES201802,1681,can,drinken,drinken,drink,1,5
21756,CES201802,1685,can,drinken,drinken,drink,1,5
21810,CES201802,1692,can,drinken,drinken,drink,1,5
21916,CES201802,1708,can,drinken,drinken,drink,1,5
21946,CES201802,1713,can,drinken,drinken,drink,1,5
21962,CES201802,1715,can,uit drinken,drinken,drink,1,5
22047,CES201802,1728,can,drinken,drinken,drink,1,5
22123,CES201802,1737,can,drinken,drinken,drink,1,5
22156,CES201802,1742,can,drinken,drinken,drink,1,5
22159,CES201802,1742,can,drinken,drinken,drink,1,5
22188,CES201802,1746,can,om uit te drinken ,drinken,drink,1,5
22214,CES201802,1750,can,drinken,drinken,drink,1,5
22289,CES201802,1758,can,drinken,drinken,drink,1,5
22295,CES201802,1759,can,er uit drinken,drinken,drink,1,5
22300,CES201802,1760,can,drinken,drinken,drink,1,5
22341,CES201802,1767,can,drinken,drinken,drink,1,5
22484,CES201802,1783,can,drinken,drinken,drink,1,5
22522,CES201802,1786,can,drinken,drinken,drink,1,5
22557,CES201802,1790,can,drinken ,drinken,drink,1,5
22578,CES201802,1793,can,drinken,drinken,drink,1,5
22587,CES201802,1794,can,drinken,drinken,drink,1,5
22600,CES201802,1796,can,uit drinken,drinken,drink,1,5
22611,CES201802,1797,can,Uit drinken,drinken,drink,1,5
22717,CES201802,1811,can,Drinken,drinken,drink,1,5
22829,CES201802,1826,can,drinken,drinken,drink,1,5
22907,CES201802,1835,can,drinken,drinken,drink,1,5
22939,CES201802,1838,can,Drinken,drinken,drink,1,5
22945,CES201802,1840,can,om uit te drinken,drinken,drink,1,5
22948,CES201802,1839,can,drinken,drinken,drink,1,5
23070,CES201802,1852,can,drinken ,drinken,drink,1,5
23084,CES201802,1854,can,drinken,drinken,drink,1,5
23099,CES201802,1857,can,drinken,drinken,drink,1,5
23154,CES201802,1862,can,uit drinken,drinken,drink,1,5
23162,CES201802,1864,can,drinken,drinken,drink,1,5
23294,CES201802,1880,can,drinken,drinken,drink,1,5
23315,CES201802,1878,can,drinken,drinken,drink,1,5
23366,CES201802,1888,can,drinken,drinken,drink,1,5
23431,CES201802,1895,can,iets uit drinken,drinken,drink,1,5
23477,CES201802,1899,can,drinken,drinken,drink,1,5
23488,CES201802,1900,can,drinken,drinken,drink,1,5
23519,CES201802,1905,can,drinken,drinken,drink,1,5
23527,CES201802,1906,can,drinken,drinken,drink,1,5
22429,CES201802,1773,can,drinken bewaren,drinken bewaren,store drinks,1,5
23328,CES201802,1882,can,drinken bewaren,drinken bewaren,store drinks,1,5
20738.2,CES201802,1548,can, drinken in doen om mee te nemen,drinken nemen,take drink,1,5
22778,CES201802,1819,can,drinken dat zichzelf bijvult,drinken zichzelf ult,drink himself ult,1,5
18706,CES201802,1302,can,drinkglas,drinkglas,drinking glass,2,5
23207,CES201802,1870,can,drinkhouder,drinkhouder,drink holder,1,5
21446,CES201802,1647,can,drinkwaar,drinkwaar,drinkware,1,5
22916,CES201802,1835,can,dromen,dromen,dream,3,2
22920,CES201802,1835,can,droog,droog,dry,0,0
21499,CES201802,1650,can,druip opvanger,druip opvangen,catch drips,3,4
22694,CES201802,1809,can,drukken,drukken,press,2,4
19389,CES201802,1385,can,drum,drum,drum,3,4
19550.3,CES201802,1409,can, drum,drum,drum,3,4
18963,CES201802,1329,can,drumstel,drumstel,drum kit,3,4
23506,CES201802,1902,can,iets om op te duiken in het zwembad,duiken zwembad,plunge pool,4,5
18770,CES201802,1307,can,duivenafschrikker,duiven afschrikken,deter pigeons,4,4
19299,CES201802,1370,can,om eieren in te broeden,eieren broeden,hatch eggs,5,3
20622,CES201802,1533,can,elektriciteit opwekken,elektriciteit opwekken,Generating electricity,4,3
19194,CES201802,1357,can,je kunt deze uit elkaar halen en als mes gebruiken,elkaar halen mes,take apart knife,3,4
19591,CES201802,1413,can,uit elkaar halen en gebruiken om iets te snijden,elkaar halen snijden,take apart cut,3,4
18612,CES201802,1292,can,je kan het in elkaar kreukelen voor comisch effect,elkaar kreukelen komisch effect,crumple up comic effect,3,3
21726,CES201802,1681,can,aan elkaar rijgen,elkaar rijgen,string together,2,4
18917,CES201802,1325,can,op elkaar stapelen,elkaar stapelen,stack together,2,5
23152,CES201802,1862,can,Op elkaar stapelen voor het maken van een toren,elkaar stapelen toren,stacking tower together,2,5
19379,CES201802,1384,can,emmer,emmer,bucket,2,5
20857,CES201802,1561,can,emmmer,emmer,bucket,2,5
21229,CES201802,1622,can,emmertje,emmertje,bucket,2,5
19446,CES201802,1397,can,door 2en snijden om je wifi signaal te versterken,en snijden wifi signaal versterken,and cutting WiFi signal amplification,4,4
21011,CES201802,1576,can,energie,energie,energy,1,5
23017,CES201802,1846,can,Energy drink,energy drink,energy drink,1,5
21238,CES201802,1622,can,enkelband als je eentje doorhaalt,enkelband eentje doorhaalt,ankle bracelet one through,4,4
20987,CES201802,1571,can,erop staan,erop staan,insist,2,4
22678,CES201802,1807,can,erop staan,erop staan,insist,2,4
20974,CES201802,1571,can,erop tekenen,erop tekenen,draw on it,3,4
20986,CES201802,1571,can,erop zitten,erop zitten,sit on it,2,3
18874.3,CES201802,1319,can, eruit drinken,eruit drinken,drink from it,1,5
18876,CES201802,1319,can,Eruit drinken,eruit drinken,drink from it,1,5
19092,CES201802,1343,can,eruit drinken,eruit drinken,drink from it,1,5
20496,CES201802,1516,can,eruit drinken,eruit drinken,drink from it,1,5
22386,CES201802,1770,can,je kan eruit drinken,eruit drinken,drink from it,1,5
19235,CES201802,1362,can,Eruit eten,eruit eten,eat out,1,5
18637,CES201802,1290,can,erwten,erwten,peas,1,5
22840,CES201802,1827,can,ertensoep,erwtensoep,split pea soup,1,5
18627,CES201802,1290,can,eten,eten,eat,1,5
19155,CES201802,1352,can,eten,eten,eat,1,5
19301,CES201802,1371,can,eten,eten,eat,1,5
19371,CES201802,1384,can,eten,eten,eat,1,5
19739,CES201802,1429,can,eten,eten,eat,1,5
19950,CES201802,1450,can,eten,eten,eat,1,5
19967,CES201802,1455,can,eten,eten,eat,1,5
21173,CES201802,1615,can,je kan er ook uit eten,eten,eat,1,5
21179,CES201802,1616,can,eten,eten,eat,1,5
21762,CES201802,1685,can,eten,eten,eat,1,5
21945,CES201802,1713,can,eten,eten,eat,1,5
22187,CES201802,1746,can,om uit te eten ,eten,eat,1,5
22640,CES201802,1803,can,eten,eten,eat,1,5
22743,CES201802,1817,can,eten in doen,eten,eat,1,5
22852,CES201802,1827,can,eten,eten,eat,1,5
23100,CES201802,1857,can,eten,eten,eat,1,5
23399,CES201802,1890,can,eten,eten,eat,1,5
20597,CES201802,1528,can,eten bewaren,eten bewaren,store food,1,5
20677,CES201802,1538,can,om eten in te bewaren,eten bewaren,store food,1,5
20690,CES201802,1539,can,om eten in te bewaren,eten bewaren,store food,1,5
21399,CES201802,1641,can,eten bewaren,eten bewaren,store food,1,5
21629,CES201802,1669,can,eten bewaren,eten bewaren,store food,1,5
21672,CES201802,1672,can,eten bewaren,eten bewaren,store food,1,5
22195,CES201802,1747,can,om eten in te bewaren,eten bewaren,store food,1,5
22425,CES201802,1773,can,eten bewaren,eten bewaren,store food,1,5
22527,CES201802,1786,can,om eten in tebewaren,eten bewaren,store food,1,5
23345,CES201802,1886,can,eten bewaren,eten bewaren,store food,1,5
23478,CES201802,1899,can,eten bewaren,eten bewaren,store food,1,5
21437,CES201802,1646,can,om eten in te conserveren,eten conserveren,preserving food,1,5
21159,CES201802,1612,can,eten indoen,eten indoen,put food in,1,5
18942,CES201802,1328,can,je kan er eten in kwijt,eten kwijt,lost food,1,5
22399,CES201802,1771,can,om eten lang in te bewaren,eten lang bewaren,store food for long time,1,5
18611,CES201802,1292,can,je kan het eten mits je een sterke maag hebt,eten mits sterke maag hebt,eat if you have strong stomach,4,1
21086,CES201802,1596,can,etset,etsset,etching set,5,3
18992,CES201802,1333,can,etui,etui,pencil case,4,3
19633,CES201802,1416,can,etui,etui,pencil case,4,3
20246,CES201802,1486,can,experimenten,experimenten,experiments,3,4
20320,CES201802,1498,can,fanta,Fanta,Fanta,1,5
20376,CES201802,1505,can,fanta,Fanta,Fanta,1,5
20384,CES201802,1505,can,fanta,Fanta,Fanta,1,5
22157,CES201802,1742,can,fanta,Fanta,Fanta,1,5
22357,CES201802,1766,can,fanta,Fanta,Fanta,1,5
22989.2,CES201802,1843,can, fanta,Fanta,Fanta,1,5
23012,CES201802,1846,can,fajta,Fanta,Fanta,1,5
23013,CES201802,1846,can,Fanta,Fanta,Fanta,1,5
23188,CES201802,1867,can,fanta,Fanta,Fanta,1,5
22373,CES201802,1766,can,fanta zero,Fanta Zero,Fanta Zero,1,5
20542.1,CES201802,1523,can,als fashion statement,fashion statement,fashion statement,3,3
20996,CES201802,1573,can,feestje,feestje,party,2,5
23080,CES201802,1854,can,feestje,feestje,party,2,5
20992,CES201802,1573,can,fernandes,Fernandes,Fernandes,1,5
21085,CES201802,1595,can,fgdfg,fgdfg,fgdfg,0,0
21143,CES201802,1610,can,fietsensleutel ,fietsensleutel,bicycle key,4,2
19468,CES201802,1399,can,flesje,flesje,bottle,2,5
18964,CES201802,1329,can,flesjes opener,flesjes opener,bottle opener,2,5
19391,CES201802,1385,can,formaat,formaat,format,0,0
22297,CES201802,1759,can,fornuisje van maken/er dingen op koken,fornuis dingen koken,stove cooking things,3,5
19243,CES201802,1363,can,fort mee bouwen ,fort bouwen,build fort,3,3
21152,CES201802,1613,can,fotoblik,fotoblik,photo can,2,4
22291,CES201802,1758,can,frisbee,frisbee,frisbee,4,2
23497,CES201802,1902,can,frisbee,frisbee,frisbee,4,2
19082,CES201802,1342,can,frisdrank,frisdrank,Soft drink,1,5
19387,CES201802,1385,can,frisdrank,frisdrank,Soft drink,1,5
20386,CES201802,1505,can,frisdrank,frisdrank,Soft drink,1,5
20596,CES201802,1528,can,frisdrank,frisdrank,Soft drink,1,5
21465,CES201802,1644,can,frisdrank,frisdrank,Soft drink,1,5
21996,CES201802,1720,can,frisdrank,frisdrank,Soft drink,1,5
22787,CES201802,1820,can,Frisdrank,frisdrank,Soft drink,1,5
22845,CES201802,1827,can,frisdrank,frisdrank,Soft drink,1,5
23077,CES201802,1854,can,frisdrank,frisdrank,Soft drink,1,5
21158,CES201802,1612,can,frisdrank indoen,frisdrank indoen,put in soft drinks,1,5
22394,CES201802,1771,can,frisdrank in opslaan,frisdrank opslaan,store soft drinks,1,5
22993,CES201802,1843,can,fruit,fruit,fruit,2,5
19289,CES201802,1370,can,galas,galas,galas,0,0
20852,CES201802,1560,can,een gat aan de andere kant als verrekijker,gat kant verrekijker,hole side binoculars,4,3
18919,CES201802,1325,can,gebouw van maken,gebouw,building,3,3
22443,CES201802,1776,can,gebruik de aliminium voor een beeld,gebruik aluminium beeld,use aluminum statue,3,3
20073,CES201802,1466,can,Gebruik ipv bakstenen,gebruik bakstenen,use bricks,3,3
18801.2,CES201802,1310,can, gebruik als pennenbakje,gebruik pennenbakje,use pen tub,2,5
22004,CES201802,1720,can,gehaktballetjes,gehaktballetjes,Meatballs,1,5
20891,CES201802,1564,can,geheime verbergplek,geheime verbergplek,secret hiding place,3,5
21631,CES201802,1669,can,gehoorapparaat met touw ertussen voor communicatie op afstand,gehoorapparaat touw ertussen communicatie afstand,hearing aid rope between them communication distance,2,4
20388,CES201802,1505,can,gekoeld,gekoeld,chilled,0,0
18733,CES201802,1303,can,geldbakje,geld bakje,money box,2,5
18973,CES201802,1329,can,geldpot,geldpot,money pot,2,5
19592,CES201802,1413,can,geleidend materiaal,geleidend materiaal,conductive material,3,4
18997,CES201802,1332,can,geleider,geleider,conductor,3,4
19015,CES201802,1334,can,geleider stroom,geleider stroom,conductor current,3,4
19162,CES201802,1352,can,geluid,geluid,sound,3,4
20393,CES201802,1504,can,geluid maken,geluid,sound,3,4
23487,CES201802,1900,can,geluid,geluid,sound,3,4
21017,CES201802,1577,can,geluid mee maken door ergens tegenaan te slaan/muziekinstrument,geluid ergens tegenaan slaan muziekinstrument,sound of hitting something musical instrument,3,4
20208,CES201802,1481,can,geluid/muziek,geluid muziek,sound music,3,4
21443,CES201802,1646,can,om geluid in te versterken,geluid versterken,amplify sound,3,5
21003,CES201802,1574,can,geluidsdingetje voor buiten in de wind,geluids dingetje buiten wind,sound thing outside wind,3,4
19820,CES201802,1436,can,geluidsapparaat,geluidsapparaat,sound device,3,4
20849,CES201802,1560,can,Gerecyclerde kleding maken,gerecyclede kleding,recycled clothing,3,3
20967,CES201802,1572,can,aan iemand geven,geven,give,2,4
21387,CES201802,1640,can,geven,geven,give,2,4
22259,CES201802,1754,can,geven,geven,give,2,4
23142,CES201802,1860,can,gewicht,gewicht,weight,3,4
